1495588439,HSIK7,25378,187,20,0
1495588499,HSIK7,25378,2,1,0
1495588499,HSIK7,25374,1,1,0
1495588499,HSIK7,25374,5,1,0
1495588499,HSIK7,25374,3,1,0
1495588499,HSIK7,25380,4,1,0
1495588499,HSIK7,25380,1,1,0
1495588499,HSIK7,25380,1,1,0
1495588499,HSIK7,25378,1,1,0
1495588499,HSIK7,25380,1,1,0
1495588499,HSIK7,25380,1,1,0
1495588499,HSIK7,25380,1,1,0
1495588499,HSIK7,25378,2,1,0
1495588499,HSIK7,25380,1,1,0
1495588499,HSIK7,25381,2,1,0
1495588499,HSIK7,25382,1,1,0
1495588500,HSIK7,25380,4,7,0
1495588500,HSIK7,25378,2,1,0
1495588500,HSIK7,25378,2,1,0
1495588500,HSIK7,25377,1,1,0
1495588500,HSIK7,25376,1,1,0
1495588500,HSIK7,25375,2,1,0
1495588500,HSIK7,25375,1,1,0
1495588500,HSIK7,25378,1,1,0
1495588500,HSIK7,25377,1,7,0
1495588500,HSIK7,25375,1,1,0
1495588500,HSIK7,25378,3,1,0
1495588500,HSIK7,25379,1,1,0
1495588500,HSIK7,25381,1,1,0
1495588501,HSIK7,25381,1,1,0
1495588501,HSIK7,25381,1,7,0
1495588501,HSIK7,25379,1,1,0
1495588501,HSIK7,25380,1,7,0
1495588501,HSIK7,25379,1,1,0
1495588501,HSIK7,25378,3,1,0
1495588501,HSIK7,25378,1,1,0
1495588502,HSIK7,25377,1,1,0
1495588502,HSIK7,25377,1,1,0
1495588502,HSIK7,25376,1,1,0
1495588502,HSIK7,25376,2,1,0
1495588502,HSIK7,25377,163,7,0
1495588502,HSIK7,25376,1,1,0
1495588503,HSIK7,25377,1,1,0
1495588503,HSIK7,25378,7,1,0
1495588503,HSIK7,25379,1,1,0
1495588503,HSIK7,25378,2,1,0
1495588503,HSIK7,25378,3,1,0
1495588503,HSIK7,25378,1,1,0
1495588504,HSIK7,25377,1,7,0
1495588504,HSIK7,25377,3,1,0
1495588504,HSIK7,25376,4,1,0
1495588504,HSIK7,25375,3,1,0
1495588504,HSIK7,25375,1,1,0
1495588504,HSIK7,25375,1,1,0
1495588504,HSIK7,25374,2,1,0
1495588504,HSIK7,25373,1,1,0
1495588504,HSIK7,25375,1,1,0
1495588505,HSIK7,25373,1,1,0
1495588505,HSIK7,25373,9,1,0
1495588505,HSIK7,25373,2,1,0
1495588505,HSIK7,25372,4,1,0
1495588505,HSIK7,25371,1,1,0
1495588505,HSIK7,25371,4,1,0
1495588505,HSIK7,25372,1,1,0
1495588505,HSIK7,25372,1,1,0
1495588505,HSIK7,25370,1,1,0
1495588506,HSIK7,25371,1,1,0
1495588506,HSIK7,25372,2,1,0
1495588506,HSIK7,25370,1,1,0
1495588506,HSIK7,25373,1,1,0
1495588506,HSIK7,25369,1,1,0
1495588506,HSIK7,25373,2,1,0
1495588506,HSIK7,25371,2,1,0
1495588506,HSIK7,25373,1,1,0
1495588507,HSIK7,25370,1,1,0
1495588507,HSIK7,25370,1,1,0
1495588507,HSIK7,25373,2,1,0
1495588507,HSIK7,25374,2,1,0
1495588507,HSIK7,25374,1,1,0
1495588508,HSIK7,25371,1,1,0
1495588508,HSIK7,25374,2,1,0
1495588508,HSIK7,25371,1,1,0
1495588508,HSIK7,25370,1,1,0
1495588508,HSIK7,25373,1,1,0
1495588508,HSIK7,25369,1,1,0
1495588508,HSIK7,25373,1,1,0
1495588508,HSIK7,25374,1,1,0
1495588508,HSIK7,25372,1,1,0
1495588509,HSIK7,25371,1,1,0
1495588509,HSIK7,25372,1,1,0
1495588509,HSIK7,25370,1,1,0
1495588509,HSIK7,25369,2,1,0
1495588509,HSIK7,25368,1,1,0
1495588509,HSIK7,25367,1,1,0
1495588510,HSIK7,25370,1,1,0
1495588510,HSIK7,25366,2,1,0
1495588510,HSIK7,25368,7,7,0
1495588510,HSIK7,25366,1,1,0
1495588510,HSIK7,25370,1,1,0
1495588510,HSIK7,25366,2,1,0
1495588510,HSIK7,25366,1,1,0
1495588510,HSIK7,25366,8,1,0
1495588510,HSIK7,25368,1,1,0
1495588510,HSIK7,25366,1,1,0
1495588511,HSIK7,25367,1,1,0
1495588511,HSIK7,25366,2,1,0
1495588511,HSIK7,25365,1,1,0
1495588511,HSIK7,25366,1,1,0
1495588511,HSIK7,25368,1,1,0
1495588511,HSIK7,25368,2,1,0
1495588511,HSIK7,25369,1,1,0
1495588511,HSIK7,25367,1,1,0
1495588511,HSIK7,25368,2,1,0
1495588511,HSIK7,25368,1,1,0
1495588511,HSIK7,25369,2,1,0
1495588511,HSIK7,25368,1,1,0
1495588511,HSIK7,25369,1,1,0
1495588511,HSIK7,25369,1,1,0
1495588511,HSIK7,25368,5,1,0
1495588512,HSIK7,25366,1,1,0
1495588512,HSIK7,25365,1,1,0
1495588512,HSIK7,25366,1,1,0
1495588512,HSIK7,25368,1,1,0
1495588512,HSIK7,25366,4,1,0
1495588512,HSIK7,25365,1,1,0
1495588512,HSIK7,25368,1,1,0
1495588512,HSIK7,25369,4,1,0
1495588512,HSIK7,25365,3,1,0
1495588512,HSIK7,25366,1,1,0
1495588512,HSIK7,25367,5,7,0
1495588512,HSIK7,25366,1,1,0
1495588512,HSIK7,25368,1,1,0
1495588513,HSIK7,25367,1,1,0
1495588513,HSIK7,25368,5,1,0
1495588513,HSIK7,25366,3,1,0
1495588513,HSIK7,25364,3,1,0
1495588513,HSIK7,25367,1,1,0
1495588513,HSIK7,25367,1,1,0
1495588514,HSIK7,25367,1,1,0
1495588514,HSIK7,25367,1,1,0
1495588514,HSIK7,25365,2,1,0
1495588514,HSIK7,25365,1,1,0
1495588515,HSIK7,25365,2,1,0
1495588515,HSIK7,25364,2,1,0
1495588515,HSIK7,25363,2,1,0
1495588515,HSIK7,25364,1,1,0
1495588515,HSIK7,25363,1,1,0
1495588515,HSIK7,25366,1,1,0
1495588515,HSIK7,25366,3,1,0
1495588515,HSIK7,25364,2,1,0
1495588516,HSIK7,25367,1,1,0
1495588516,HSIK7,25364,2,1,0
1495588516,HSIK7,25363,1,1,0
1495588516,HSIK7,25366,1,1,0
1495588517,HSIK7,25367,1,1,0
1495588517,HSIK7,25366,27,7,0
1495588517,HSIK7,25367,3,1,0
1495588517,HSIK7,25366,2,1,0
1495588517,HSIK7,25368,2,1,0
1495588517,HSIK7,25367,8,7,0
1495588517,HSIK7,25368,62,7,0
1495588518,HSIK7,25368,1,1,0
1495588518,HSIK7,25366,2,1,0
1495588519,HSIK7,25369,1,1,0
1495588519,HSIK7,25366,1,1,0
1495588519,HSIK7,25369,2,1,0
1495588519,HSIK7,25368,1,1,0
1495588519,HSIK7,25368,2,1,0
1495588519,HSIK7,25367,1,1,0
1495588519,HSIK7,25367,1,1,0
1495588519,HSIK7,25366,2,1,0
1495588520,HSIK7,25367,1,1,0
1495588520,HSIK7,25366,2,1,0
1495588521,HSIK7,25369,1,1,0
1495588521,HSIK7,25370,1,1,0
1495588521,HSIK7,25367,3,1,0
1495588521,HSIK7,25366,7,1,0
1495588521,HSIK7,25366,1,1,0
1495588521,HSIK7,25367,2,1,0
1495588521,HSIK7,25368,1,1,0
1495588522,HSIK7,25369,1,1,0
1495588522,HSIK7,25370,2,1,0
1495588522,HSIK7,25367,1,1,0
1495588522,HSIK7,25369,1,1,0
1495588522,HSIK7,25366,1,1,0
1495588522,HSIK7,25366,3,1,0
1495588522,HSIK7,25369,2,1,0
1495588522,HSIK7,25367,1,1,0
1495588522,HSIK7,25366,1,1,0
1495588522,HSIK7,25365,3,1,0
1495588522,HSIK7,25368,1,1,0
1495588523,HSIK7,25367,1,1,0
1495588523,HSIK7,25365,1,1,0
1495588523,HSIK7,25367,1,1,0
1495588524,HSIK7,25367,3,1,0
1495588524,HSIK7,25368,2,1,0
1495588524,HSIK7,25369,1,1,0
1495588524,HSIK7,25366,2,1,0
1495588524,HSIK7,25367,2,1,0
1495588524,HSIK7,25369,1,1,0
1495588524,HSIK7,25366,2,1,0
1495588524,HSIK7,25369,1,1,0
1495588525,HSIK7,25368,3,1,0
1495588525,HSIK7,25367,1,1,0
1495588525,HSIK7,25366,1,1,0
1495588525,HSIK7,25369,1,1,0
1495588525,HSIK7,25369,1,1,0
1495588525,HSIK7,25366,1,1,0
1495588525,HSIK7,25366,1,1,0
1495588525,HSIK7,25365,2,1,0
1495588525,HSIK7,25365,1,1,0
1495588525,HSIK7,25364,1,1,0
1495588525,HSIK7,25364,1,1,0
1495588525,HSIK7,25368,1,1,0
1495588526,HSIK7,25365,1,1,0
1495588526,HSIK7,25364,1,1,0
1495588526,HSIK7,25364,1,1,0
1495588526,HSIK7,25367,1,1,0
1495588526,HSIK7,25367,1,1,0
1495588526,HSIK7,25365,1,1,0
1495588526,HSIK7,25364,4,1,0
1495588527,HSIK7,25366,1,1,0
1495588527,HSIK7,25367,2,1,0
1495588527,HSIK7,25368,3,1,0
1495588527,HSIK7,25369,2,1,0
1495588527,HSIK7,25370,1,1,0
1495588527,HSIK7,25368,1,1,0
1495588527,HSIK7,25370,5,1,0
1495588527,HSIK7,25367,1,1,0
1495588528,HSIK7,25367,1,1,0
1495588528,HSIK7,25368,2,1,0
1495588529,HSIK7,25369,2,1,0
1495588529,HSIK7,25368,1,1,0
1495588529,HSIK7,25367,2,1,0
1495588529,HSIK7,25367,1,1,0
1495588529,HSIK7,25367,7,1,0
1495588529,HSIK7,25367,1,1,0
1495588529,HSIK7,25367,1,1,0
1495588529,HSIK7,25368,1,1,0
1495588529,HSIK7,25367,1,1,0
1495588529,HSIK7,25368,2,1,0
1495588530,HSIK7,25366,1,1,0
1495588530,HSIK7,25366,1,1,0
1495588530,HSIK7,25365,1,1,0
1495588530,HSIK7,25367,1,1,0
1495588530,HSIK7,25366,1,1,0
1495588530,HSIK7,25365,1,1,0
1495588531,HSIK7,25367,2,1,0
1495588531,HSIK7,25367,2,1,0
1495588531,HSIK7,25367,1,1,0
1495588531,HSIK7,25367,2,1,0
1495588531,HSIK7,25368,6,7,0
1495588531,HSIK7,25367,64,7,0
1495588531,HSIK7,25368,6,1,0
1495588531,HSIK7,25367,2,1,0
1495588531,HSIK7,25366,1,1,0
1495588531,HSIK7,25366,1,1,0
1495588532,HSIK7,25366,1,1,0
1495588532,HSIK7,25365,1,1,0
1495588532,HSIK7,25368,1,1,0
1495588532,HSIK7,25366,2,1,0
1495588533,HSIK7,25365,1,1,0
1495588534,HSIK7,25366,1,1,0
1495588534,HSIK7,25366,3,1,0
1495588534,HSIK7,25368,1,1,0
1495588534,HSIK7,25365,1,1,0
1495588534,HSIK7,25367,1,1,0
1495588535,HSIK7,25366,1,1,0
1495588535,HSIK7,25365,2,1,0
1495588535,HSIK7,25364,1,1,0
1495588535,HSIK7,25366,2,1,0
1495588535,HSIK7,25363,2,1,0
1495588535,HSIK7,25366,1,1,0
1495588535,HSIK7,25365,1,1,0
1495588536,HSIK7,25363,4,1,0
1495588536,HSIK7,25364,1,1,0
1495588536,HSIK7,25362,1,1,0
1495588536,HSIK7,25362,1,1,0
1495588536,HSIK7,25362,4,1,0
1495588537,HSIK7,25363,2,1,0
1495588537,HSIK7,25361,3,1,0
1495588537,HSIK7,25360,2,1,0
1495588537,HSIK7,25360,1,1,0
1495588537,HSIK7,25360,4,1,0
1495588537,HSIK7,25360,4,1,0
1495588537,HSIK7,25361,1,1,0
1495588537,HSIK7,25359,2,1,0
1495588538,HSIK7,25360,1,1,0
1495588538,HSIK7,25359,1,1,0
1495588538,HSIK7,25361,1,1,0
1495588538,HSIK7,25358,1,1,0
1495588538,HSIK7,25359,3,1,0
1495588538,HSIK7,25361,1,1,0
1495588539,HSIK7,25361,1,1,0
1495588540,HSIK7,25360,1,1,0
1495588540,HSIK7,25359,3,1,0
1495588540,HSIK7,25359,1,1,0
1495588540,HSIK7,25358,1,1,0
1495588540,HSIK7,25360,1,1,0
1495588540,HSIK7,25361,1,1,0
1495588540,HSIK7,25361,1,1,0
1495588540,HSIK7,25360,1,1,0
1495588540,HSIK7,25359,1,1,0
1495588541,HSIK7,25359,1,1,0
1495588541,HSIK7,25361,1,1,0
1495588541,HSIK7,25360,1,1,0
1495588542,HSIK7,25361,1,1,0
1495588542,HSIK7,25362,2,1,0
1495588542,HSIK7,25361,1,1,0
1495588542,HSIK7,25361,1,1,0
1495588543,HSIK7,25361,1,1,0
1495588543,HSIK7,25362,1,1,0
1495588543,HSIK7,25363,2,1,0
1495588543,HSIK7,25362,1,1,0
1495588543,HSIK7,25361,1,1,0
1495588543,HSIK7,25361,1,1,0
1495588543,HSIK7,25361,1,1,0
1495588543,HSIK7,25361,1,1,0
