1 601318 中國平安 962,187,229 831,625,306 1,793,812,535 
2 600519 貴州茅台 715,253,846 467,591,770 1,182,845,616 
3 600036 招商銀行 285,298,314 353,947,633 639,245,947 
4 600030 中信證券 461,926,300 161,120,469 623,046,769 
5 600276 恒瑞醫藥 304,658,518 275,587,241 580,245,759 
6 601166 興業銀行 182,711,136 250,101,310 432,812,446 
7 601398 工商銀行 251,897,781 83,770,792 335,668,573 
8 600887 伊利股份 146,351,445 172,779,083 319,130,528 
9 600585 海螺水泥 141,470,947 165,273,519 306,744,466 
10 601288 農業銀行 109,498,896 164,030,209 273,529,105 

1 2415 海康威視 472,540,600 350,407,103 822,947,703 
2 2475 立訊精密 251,344,246 385,638,295 636,982,541 
3 858 五糧液 425,615,127 150,807,523 576,422,650 
4 63 中興通訊 167,689,594 344,244,791 511,934,385 
5 651 格力電器 312,948,666 150,636,031 463,584,697 
6 333 美的集團 255,039,583 178,937,791 433,977,374 
7 1 平安銀行 173,831,875 166,762,273 340,594,148 
8 300498 溫氏股份 146,154,019 158,153,489 304,307,508 
9 2714 牧原股份 132,049,756 137,998,124 270,047,880 
10 300059 東方財富 156,364,627 45,700,854 202,065,481 
