1 600519 貴州茅台 499,569,916 498,640,273 998,210,189 
2 600036 招商銀行 419,979,431 416,256,000 836,235,431 
3 601888 中國國旅 280,711,394 530,985,293 811,696,687 
4 601318 中國平安 191,138,838 581,649,726 772,788,564 
5 600276 恒瑞醫藥 220,276,061 412,180,124 632,456,185 
6 600009 上海機場 300,944,368 68,216,051 369,160,419 
7 600547 山東黃金 265,740,126 99,999,225 365,739,351 
8 601166 興業銀行 85,638,044 269,135,153 354,773,197 
9 600048 保利地產 179,557,604 164,168,707 343,726,311 
10 600183 生益科技 123,450,866 160,322,242 283,773,108 

1 858 五糧液 327,637,233 548,841,516 876,478,749 
2 2475 立訊精密 441,449,055 241,716,503 683,165,558 
3 1 平安銀行 167,369,550 454,258,578 621,628,128 
4 2 萬科Ａ 377,534,663 173,715,758 551,250,421 
5 651 格力電器 48,875,341 434,035,053 482,910,394 
6 2241 歌爾股份 201,261,542 199,599,248 400,860,790 
7 333 美的集團 237,287,297 140,935,245 378,222,542 
8 2714 牧原股份 125,124,174 177,233,595 302,357,769 
9 2142 寧波銀行 204,650,772 90,600,866 295,251,638 
10 2008 大族激光 121,669,962 151,926,603 273,596,565 
