1 600519 貴州茅台 463,224,831 260,173,803 723,398,634 
2 601318 中國平安 363,269,042 313,500,347 676,769,389 
3 600276 恒瑞醫藥 276,682,255 181,218,338 457,900,593 
4 600887 伊利股份 102,941,195 207,955,634 310,896,829 
5 600019 寶鋼股份 122,959,180 123,561,043 246,520,223 
6 600690 青島海爾 79,769,497 161,685,607 241,455,104 
7 600585 海螺水泥 84,017,566 130,039,010 214,056,576 
8 600104 上汽集團 84,797,736 125,975,076 210,772,812 
9 600066 宇通客車 114,374,351 93,977,556 208,351,907 
10 600030 中信證券 79,892,849 116,782,249 196,675,098 

1 333 美的集團 300,980,042 319,670,948 620,650,990 
2 651 格力電器 216,260,952 369,172,224 585,433,176 
3 2415 海康威視 244,192,036 256,326,076 500,518,112 
4 858 五糧液 131,699,188 261,003,462 392,702,650 
5 2027 分眾傳媒 157,323,254 105,815,977 263,139,231 
6 725 京東方Ａ 113,420,200 105,298,587 218,718,787 
7 2304 洋河股份 126,193,107 80,416,559 206,609,666 
8 2 萬科Ａ 35,574,201 111,050,559 146,624,760 
9 300017 網宿科技 72,603,828 61,206,675 133,810,503 
10 2236 大華股份 75,173,782 56,532,517 131,706,299 
