1 600519 貴州茅台 397,409,862 520,493,356 917,903,218 
2 600276 恒瑞醫藥 278,753,044 557,522,056 836,275,100 
3 601318 中國平安 477,140,068 308,037,603 785,177,671 
4 600036 招商銀行 386,299,666 112,609,242 498,908,908 
5 601166 興業銀行 304,285,012 113,670,164 417,955,176 
6 601888 中國國旅 87,508,063 236,984,567 324,492,630 
7 600009 上海機場 111,506,197 142,439,255 253,945,452 
8 600600 青島啤酒 173,477,773 78,052,892 251,530,665 
9 600887 伊利股份 136,988,950 100,060,151 237,049,101 
10 601012 隆基股份 139,992,516 95,360,888 235,353,404 

1 2714 牧原股份 263,045,275 348,293,076 611,338,351 
2 2415 海康威視 157,476,488 413,029,460 570,505,948 
3 333 美的集團 182,634,582 358,675,620 541,310,202 
4 858 五糧液 261,841,039 261,759,953 523,600,992 
5 300498 溫氏股份 262,055,116 170,887,408 432,942,524 
6 651 格力電器 197,203,387 115,378,953 312,582,340 
7 300760 邁瑞醫療 151,617,199 114,224,695 265,841,894 
8 538 雲南白藥 100,891,680 119,372,494 220,264,174 
9 2 萬科Ａ 117,693,413 86,626,826 204,320,239 
10 2304 洋河股份 130,248,371 66,588,620 196,836,991 
