1 601318 中國平安 667,933,965 429,930,676 1,097,864,641 
2 600519 貴州茅台 431,785,176 380,938,307 812,723,483 
3 600036 招商銀行 222,968,038 151,819,117 374,787,155 
4 601398 工商銀行 124,039,708 168,758,161 292,797,869 
5 600276 恒瑞醫藥 187,659,076 104,801,010 292,460,086 
6 600030 中信證券 141,486,315 132,733,465 274,219,780 
7 601288 農業銀行 124,290,898 109,876,588 234,167,486 
8 600887 伊利股份 75,110,162 149,321,066 224,431,228 
9 601166 興業銀行 79,479,350 135,733,413 215,212,763 
10 600048 保利地產 84,083,789 118,428,436 202,512,225 

1 651 格力電器 189,367,182 322,424,335 511,791,517 
2 333 美的集團 126,619,395 254,618,652 381,238,047 
3 858 五糧液 166,807,047 169,900,430 336,707,477 
4 2415 海康威視 135,618,701 164,423,510 300,042,211 
5 2304 洋河股份 166,021,601 63,705,129 229,726,730 
6 725 京東方Ａ 69,966,455 129,547,819 199,514,274 
7 2 萬科Ａ 78,466,820 120,829,206 199,296,026 
8 300059 東方財富 45,099,997 131,601,712 176,701,709 
9 2027 分眾傳媒 46,834,119 122,457,848 169,291,967 
10 895 雙匯發展 146,979,899 14,993,132 161,973,031 
