1 600519 貴州茅台 291,100,803 338,620,709 629,721,512 
2 601318 中國平安 236,358,893 236,925,300 473,284,193 
3 600887 伊利股份 153,889,386 227,751,019 381,640,405 
4 600030 中信證券 141,562,055 185,069,071 326,631,126 
5 600406 國電南瑞 109,066,186 105,110,469 214,176,655 
6 600036 招商銀行 91,440,601 122,647,159 214,087,760 
7 601398 工商銀行 50,531,942 128,518,231 179,050,173 
8 601288 農業銀行 62,844,524 89,851,266 152,695,790 
9 600019 寶鋼股份 68,830,869 82,508,080 151,338,949 
10 600016 民生銀行 64,142,780 73,118,739 137,261,519 

1 333 美的集團 412,124,845 163,807,222 575,932,067 
2 651 格力電器 239,193,926 304,609,362 543,803,288 
3 2 萬科Ａ 174,017,852 256,553,903 430,571,755 
4 858 五糧液 171,067,562 194,026,929 365,094,491 
5 2008 大族激光 259,793,458 47,460,111 307,253,569 
6 1 平安銀行 69,482,324 188,288,059 257,770,383 
7 2304 洋河股份 145,570,784 105,530,940 251,101,724 
8 2508 老闆電器 32,710,954 203,707,648 236,418,602 
9 2415 海康威視 107,200,698 115,361,737 222,562,435 
10 2027 分眾傳媒 81,232,594 130,981,012 212,213,606 
