1 600519 貴州茅台 1,430,105,020 817,580,798 2,247,685,818 
2 601318 中國平安 669,736,424 722,255,990 1,391,992,414 
3 600030 中信證券 512,192,889 508,773,682 1,020,966,571 
4 600276 恒瑞醫藥 733,376,050 265,107,541 998,483,591 
5 600887 伊利股份 348,549,162 374,806,450 723,355,612 
6 600036 招商銀行 263,125,194 212,856,247 475,981,441 
7 601166 興業銀行 306,173,210 149,274,736 455,447,946 
8 601668 中國建築 226,906,962 130,947,657 357,854,619 
9 600779 水井坊 155,656,120 151,269,458 306,925,578 
10 601288 農業銀行 136,952,963 155,117,712 292,070,675 

1 858 五糧液 454,599,946 133,707,658 588,307,604 
2 2415 海康威視 230,785,893 326,142,183 556,928,076 
3 333 美的集團 330,706,559 167,123,876 497,830,435 
4 2304 洋河股份 240,613,871 243,517,565 484,131,436 
5 300059 東方財富 208,592,356 257,760,070 466,352,426 
6 651 格力電器 252,158,828 214,088,077 466,246,905 
7 2714 牧原股份 229,905,893 140,434,040 370,339,933 
8 1 平安銀行 159,352,277 114,520,077 273,872,354 
9 2 萬科Ａ 106,166,554 165,787,729 271,954,283 
10 300003 樂普醫療 105,163,696 161,190,888 266,354,584 
