1	600519	貴州茅台　　　　	507,822,310	971,169,363	1,478,991,673
2	601318	中國平安　　　　	404,149,278	521,591,402	925,740,680
3	600036	招商銀行　　　　	237,451,532	87,172,648	324,624,180
4	601888	中國國旅　　　　	169,721,108	103,569,208	273,290,316
5	601398	工商銀行　　　　	158,323,052	54,631,015	212,954,067
6	600004	白雲機場　　　　	149,541,483	55,413,492	204,954,975
7	601166	興業銀行　　　　	110,946,951	71,726,139	182,673,090
8	600050	中國聯通　　　　	122,317,650	45,413,282	167,730,932
9	600887	伊利股份　　　　	77,533,037	82,118,956	159,651,993
10	600276	恒瑞醫藥　　　　	67,177,840	60,113,530	127,291,370
1	858	五糧液　　　　　	269,840,098	154,399,804	424,239,902
2	2304	洋河股份　　　　	145,592,305	159,857,479	305,449,784
3	2415	海康威視　　　　	60,499,741	208,054,469	268,554,210
4	725	京東方Ａ　　　　	107,787,443	158,976,370	266,763,813
5	2583	海能達　　　　　	242,810,855	7,973,984	250,784,839
6	651	格力電器　　　　	185,084,768	48,636,961	233,721,729
7	333	美的集團　　　　	130,713,617	96,783,665	227,497,282
8	2	萬科Ａ　　　　　	54,267,408	81,880,664	136,148,072
9	2024	蘇寧雲商　　　　	90,562,060	23,910,491	114,472,551
10	1	平安銀行　　　　	45,035,075	58,017,340	103,052,415
