1 600519 貴州茅台 662,965,245 571,450,171 1,234,415,416 
2 601318 中國平安 594,626,440 406,301,622 1,000,928,062 
3 600004 白雲機場 208,665,406 696,955,555 905,620,961 
4 600276 恒瑞醫藥 197,673,861 421,400,813 619,074,674 
5 601888 中國國旅 231,378,431 375,203,340 606,581,771 
6 600887 伊利股份 345,872,885 182,642,977 528,515,862 
7 600585 海螺水泥 272,543,091 218,638,407 491,181,498 
8 600104 上汽集團 254,930,223 208,509,374 463,439,597 
9 600030 中信證券 115,950,360 166,750,582 282,700,942 
10 600690 青島海爾 186,015,522 76,139,455 262,154,977 

1 2415 海康威視 207,422,082 394,552,248 601,974,330 
2 858 五糧液 180,978,437 339,759,490 520,737,927 
3 333 美的集團 195,782,020 201,847,760 397,629,780 
4 651 格力電器 153,271,732 156,381,677 309,653,409 
5 2008 大族激光 37,909,397 266,189,336 304,098,733 
6 2 萬科Ａ 113,061,213 154,156,032 267,217,245 
7 2304 洋河股份 149,829,637 88,450,081 238,279,718 
8 1 平安銀行 93,286,173 103,469,404 196,755,577 
9 2456 歐菲科技 57,894,706 125,013,366 182,908,072 
10 2475 立訊精密 56,739,757 111,729,546 168,469,303 
