1 600519 貴州茅台 593,753,092 693,693,784 1,287,446,876 
2 601318 中國平安 252,857,158 577,704,018 830,561,176 
3 600585 海螺水泥 486,701,033 127,133,520 613,834,553 
4 600183 生益科技 260,258,724 344,834,095 605,092,819 
5 600276 恒瑞醫藥 342,403,639 183,413,389 525,817,028 
6 600887 伊利股份 198,832,557 130,186,889 329,019,446 
7 603259 藥明康德 203,432,898 69,449,533 272,882,431 
8 601012 隆基股份 137,681,921 108,361,070 246,042,991 
9 600030 中信證券 102,527,221 104,842,306 207,369,527 
10 600036 招商銀行 142,379,333 62,747,824 205,127,157 

1 858 五糧液 214,713,137 666,360,565 881,073,702 
2 651 格力電器 385,274,512 238,529,970 623,804,482 
3 2415 海康威視 405,427,249 187,763,564 593,190,813 
4 333 美的集團 396,767,543 164,256,511 561,024,054 
5 1 平安銀行 276,156,887 262,351,558 538,508,445 
6 2241 歌爾股份 223,668,385 172,193,013 395,861,398 
7 2475 立訊精密 186,330,888 194,441,112 380,772,000 
8 2236 大華股份 176,042,288 125,177,402 301,219,690 
9 2463 滬電股份 110,327,510 166,646,115 276,973,625 
10 2714 牧原股份 114,768,116 127,412,899 242,181,015 
