1 600519 貴州茅台 915,866,384 595,767,272 1,511,633,656 
2 601318 中國平安 272,113,090 438,754,332 710,867,422 
3 600276 恒瑞醫藥 317,063,744 207,577,725 524,641,469 
4 600887 伊利股份 180,223,357 308,826,460 489,049,817 
5 601166 興業銀行 64,177,096 406,995,386 471,172,482 
6 600585 海螺水泥 283,130,699 121,596,129 404,726,828 
7 600183 生益科技 172,388,535 225,699,537 398,088,072 
8 600009 上海機場 133,138,054 185,161,319 318,299,373 
9 600036 招商銀行 62,631,578 230,407,832 293,039,410 
10 600031 三一重工 144,822,492 126,302,558 271,125,050 

1 1 平安銀行 660,774,862 267,205,526 927,980,388 
2 858 五糧液 519,002,242 374,334,916 893,337,158 
3 2 萬科Ａ 362,308,489 122,509,507 484,817,996 
4 2415 海康威視 210,407,107 240,745,965 451,153,072 
5 651 格力電器 205,786,771 126,928,563 332,715,334 
6 333 美的集團 147,414,177 161,961,796 309,375,973 
7 2475 立訊精密 177,100,926 125,556,481 302,657,407 
8 2304 洋河股份 86,754,373 206,617,341 293,371,714 
9 2241 歌爾股份 121,751,128 117,589,898 239,341,026 
10 568 瀘州老窖 176,320,268 57,524,480 233,844,748 
