1 600519 貴州茅台 219,395,318 569,724,652 789,119,970 
2 601318 中國平安 257,437,353 450,335,784 707,773,137 
3 600887 伊利股份 101,794,719 304,889,311 406,684,030 
4 600036 招商銀行 43,378,547 344,653,420 388,031,967 
5 600276 恒瑞醫藥 104,848,096 117,613,203 222,461,299 
6 600585 海螺水泥 80,859,231 131,507,350 212,366,581 
7 601166 興業銀行 27,769,062 182,680,534 210,449,596 
8 600050 中國聯通 80,609,768 106,583,905 187,193,673 
9 600019 寶鋼股份 86,066,076 98,813,357 184,879,433 
10 600030 中信證券 13,704,956 166,666,059 180,371,015 

1 651 格力電器 360,582,883 613,549,217 974,132,100 
2 858 五糧液 278,739,557 266,601,233 545,340,790 
3 2 萬科Ａ 69,442,330 336,740,669 406,182,999 
4 2304 洋河股份 212,956,536 115,954,325 328,910,861 
5 2415 海康威視 117,360,740 165,484,126 282,844,866 
6 333 美的集團 68,328,571 196,171,751 264,500,322 
7 538 雲南白藥 66,441,437 67,797,242 134,238,679 
8 1 平安銀行 41,768,450 89,731,431 131,499,881 
9 2027 分眾傳媒 51,692,813 68,661,405 120,354,218 
10 2236 大華股份 54,827,101 57,299,082 112,126,183 
