1 600519 貴州茅台 362,214,037 416,099,392 778,313,429 
2 600036 招商銀行 276,588,370 208,530,150 485,118,520 
3 601318 中國平安 247,799,909 195,583,631 443,383,540 
4 600276 恒瑞醫藥 232,253,187 163,079,931 395,333,118 
5 600547 山東黃金 348,074,238 32,549,289 380,623,527 
6 600585 海螺水泥 217,126,183 126,632,163 343,758,346 
7 600183 生益科技 130,297,460 138,020,994 268,318,454 
8 601166 興業銀行 110,220,118 155,352,155 265,572,273 
9 600104 上汽集團 93,985,347 130,443,638 224,428,985 
10 601888 中國國旅 81,026,910 135,199,915 216,226,825 

1 858 五糧液 372,491,208 339,005,796 711,497,004 
2 2475 立訊精密 208,410,856 313,284,241 521,695,097 
3 333 美的集團 222,106,955 293,534,071 515,641,026 
4 2714 牧原股份 291,637,540 180,215,975 471,853,515 
5 2241 歌爾股份 180,661,955 230,764,645 411,426,600 
6 300498 溫氏股份 299,345,134 111,890,322 411,235,456 
7 2415 海康威視 213,893,022 193,636,317 407,529,339 
8 1 平安銀行 176,180,043 140,572,164 316,752,207 
9 651 格力電器 143,569,959 135,153,554 278,723,513 
10 2 萬科Ａ 50,303,549 165,414,772 215,718,321 
