1 600519 貴州茅台 222,036,343 948,272,780 1,170,309,123 
2 600036 招商銀行 374,661,918 364,056,987 738,718,905 
3 601318 中國平安 257,438,951 478,029,961 735,468,912 
4 601166 興業銀行 290,016,112 366,223,297 656,239,409 
5 600276 恒瑞醫藥 215,030,272 218,275,854 433,306,126 
6 600030 中信證券 153,215,700 256,707,179 409,922,879 
7 600009 上海機場 129,208,475 259,225,716 388,434,191 
8 600585 海螺水泥 119,222,423 239,411,035 358,633,458 
9 600016 民生銀行 174,443,200 87,416,062 261,859,262 
10 600887 伊利股份 82,397,915 177,886,042 260,283,957 

1 2415 海康威視 311,875,947 607,689,761 919,565,708 
2 858 五糧液 281,183,342 567,216,353 848,399,695 
3 333 美的集團 192,895,130 600,022,173 792,917,303 
4 1 平安銀行 72,329,409 432,792,268 505,121,677 
5 651 格力電器 165,098,296 295,551,123 460,649,419 
6 2714 牧原股份 306,242,381 152,975,703 459,218,084 
7 2475 立訊精密 132,446,368 310,626,255 443,072,623 
8 300498 溫氏股份 251,035,916 126,422,021 377,457,937 
9 338 濰柴動力 86,469,862 220,770,267 307,240,129 
10 300136 信維通信 42,084,686 215,872,683 257,957,369 
