1 601318 中國平安 471,183,632 653,507,452 1,124,691,084 
2 600519 貴州茅台 601,454,851 511,356,865 1,112,811,716 
3 600585 海螺水泥 423,689,624 258,055,940 681,745,564 
4 600031 三一重工 234,283,146 316,964,655 551,247,801 
5 600030 中信證券 214,723,144 290,556,887 505,280,031 
6 600036 招商銀行 286,905,012 194,239,631 481,144,643 
7 600276 恒瑞醫藥 265,911,404 112,641,615 378,553,019 
8 600048 保利地產 157,283,250 135,230,790 292,514,040 
9 600887 伊利股份 111,851,711 160,880,245 272,731,956 
10 600009 上海機場 186,804,220 79,399,252 266,203,472 

1 858 五糧液 288,463,547 506,924,256 795,387,803 
2 651 格力電器 327,615,540 377,331,738 704,947,278 
3 2415 海康威視 278,493,140 201,522,027 480,015,167 
4 2714 牧原股份 195,747,660 238,468,402 434,216,062 
5 860 順鑫農業 162,921,759 180,735,745 343,657,504 
6 2304 洋河股份 132,422,099 202,904,439 335,326,538 
7 300498 溫氏股份 103,312,938 205,024,383 308,337,321 
8 2 萬科Ａ 192,370,754 112,055,734 304,426,488 
9 333 美的集團 130,638,706 162,807,872 293,446,578 
10 2475 立訊精密 84,986,074 203,627,037 288,613,111 
