1 600519 貴州茅台 499,712,296 387,512,377 887,224,673 
2 600030 中信證券 378,409,720 344,646,946 723,056,666 
3 601318 中國平安 428,011,974 261,171,770 689,183,744 
4 600031 三一重工 237,444,671 358,638,321 596,082,992 
5 600585 海螺水泥 371,718,663 58,100,549 429,819,212 
6 600276 恒瑞醫藥 153,928,066 144,963,060 298,891,126 
7 601888 中國國旅 156,200,377 142,529,918 298,730,295 
8 600352 浙江龍盛 175,505,921 122,243,891 297,749,812 
9 600036 招商銀行 201,806,606 83,643,124 285,449,730 
10 600690 青島海爾 88,485,062 175,647,651 264,132,713 

1 858 五糧液 480,979,006 445,324,668 926,303,674 
2 651 格力電器 431,744,210 241,565,349 673,309,559 
3 2415 海康威視 499,143,539 152,454,281 651,597,820 
4 2 萬科Ａ 251,685,347 344,708,059 596,393,406 
5 1 平安銀行 418,747,706 54,551,221 473,298,927 
6 860 順鑫農業 168,123,491 280,567,900 448,691,391 
7 2714 牧原股份 172,145,764 192,695,120 364,840,884 
8 2304 洋河股份 202,174,924 111,550,162 313,725,086 
9 300059 東方財富 120,793,052 139,877,791 260,670,843 
10 333 美的集團 119,031,026 133,115,417 252,146,443 
