1 601318 中國平安 87,510,205 580,651,023 668,161,228 
2 600519 貴州茅台 280,677,936 217,402,659 498,080,595 
3 600887 伊利股份 108,541,688 367,840,320 476,382,008 
4 601398 工商銀行 298,426,361 119,749,129 418,175,490 
5 600036 招商銀行 190,181,416 179,975,680 370,157,096 
6 601288 農業銀行 166,610,852 138,677,426 305,288,278 
7 601166 興業銀行 72,935,828 138,389,101 211,324,929 
8 601888 中國國旅 122,328,850 77,283,073 199,611,923 
9 600009 上海機場 65,696,972 97,624,665 163,321,637 
10 600276 恒瑞醫藥 91,519,294 68,674,146 160,193,440 

1 2415 海康威視 195,095,854 234,636,222 429,732,076 
2 651 格力電器 183,674,317 135,685,958 319,360,275 
3 858 五糧液 70,954,949 216,255,959 287,210,908 
4 1 平安銀行 44,366,685 228,021,564 272,388,249 
5 2008 大族激光 113,642,442 112,880,011 226,522,453 
6 2304 洋河股份 52,196,154 161,446,219 213,642,373 
7 2 萬科Ａ 37,459,617 154,877,325 192,336,942 
8 333 美的集團 87,170,446 101,374,961 188,545,407 
9 725 京東方Ａ 73,743,936 113,612,238 187,356,174 
10 2236 大華股份 57,848,182 43,302,966 101,151,148 
