1 601318 中國平安 383,658,607 506,634,380 890,292,987 
2 600519 貴州茅台 363,747,106 383,471,600 747,218,706 
3 600030 中信證券 166,715,969 147,767,723 314,483,692 
4 600019 寶鋼股份 168,196,785 132,331,315 300,528,100 
5 601166 興業銀行 157,533,044 116,883,271 274,416,315 
6 600690 青島海爾 65,991,247 205,136,601 271,127,848 
7 600036 招商銀行 110,466,593 155,997,792 266,464,385 
8 600887 伊利股份 136,203,668 118,656,930 254,860,598 
9 600048 保利地產 91,208,381 138,751,988 229,960,369 
10 600741 華域汽車 38,480,622 175,688,712 214,169,334 

1 651 格力電器 262,922,055 533,507,971 796,430,026 
2 858 五糧液 461,377,542 251,753,961 713,131,503 
3 2 萬科Ａ 218,747,688 242,030,863 460,778,551 
4 333 美的集團 279,613,576 164,892,383 444,505,959 
5 2415 海康威視 243,450,160 71,151,533 314,601,693 
6 1979 招商蛇口 58,013,360 153,751,780 211,765,140 
7 725 京東方Ａ 95,600,782 94,787,148 190,387,930 
8 2304 洋河股份 110,491,398 76,545,544 187,036,942 
9 1 平安銀行 85,371,028 90,629,074 176,000,102 
10 2146 榮盛發展 140,661,939 14,847,512 155,509,451 
