1 600030 中信證券 665,993,386 620,494,171 1,286,487,557 
2 601318 中國平安 412,937,958 733,718,022 1,146,655,980 
3 600519 貴州茅台 388,659,071 460,371,208 849,030,279 
4 600036 招商銀行 195,642,111 422,496,850 618,138,961 
5 600887 伊利股份 175,628,180 214,771,673 390,399,853 
6 601668 中國建築 79,963,658 241,991,840 321,955,498 
7 601166 興業銀行 72,673,024 243,431,931 316,104,955 
8 600276 恒瑞醫藥 155,847,143 159,110,238 314,957,381 
9 600585 海螺水泥 205,269,839 104,672,330 309,942,169 
10 600050 中國聯通 147,873,817 156,246,767 304,120,584 

1 2415 海康威視 386,296,433 453,528,995 839,825,428 
2 858 五糧液 303,834,800 525,573,745 829,408,545 
3 651 格力電器 212,514,197 443,938,513 656,452,710 
4 725 京東方Ａ 106,449,869 504,473,110 610,922,979 
5 2714 牧原股份 220,643,211 364,359,945 585,003,156 
6 333 美的集團 267,258,445 207,717,008 474,975,453 
7 2 萬科Ａ 177,683,548 256,257,151 433,940,699 
8 1 平安銀行 149,893,514 153,658,173 303,551,687 
9 2304 洋河股份 85,026,982 182,243,916 267,270,898 
10 661 長春高新 113,767,400 137,934,145 251,701,545 
