1 601318 中國平安 457,480,832 873,504,205 1,330,985,037 
2 600519 貴州茅台 442,530,376 230,954,730 673,485,106 
3 600276 恒瑞醫藥 262,229,745 233,522,880 495,752,625 
4 600036 招商銀行 189,592,015 263,249,103 452,841,118 
5 600887 伊利股份 253,699,166 98,807,823 352,506,989 
6 600585 海螺水泥 163,202,660 153,183,460 316,386,120 
7 600030 中信證券 200,779,468 113,680,548 314,460,016 
8 601601 中國太保 71,205,875 184,253,674 255,459,549 
9 600690 青島海爾 53,172,706 197,024,871 250,197,577 
10 601888 中國國旅 60,740,549 148,598,873 209,339,422 

1 2027 分眾傳媒 785,977,724 126,100,600 912,078,324 
2 858 五糧液 499,840,934 268,186,594 768,027,528 
3 333 美的集團 331,609,267 215,059,861 546,669,128 
4 651 格力電器 196,585,272 306,330,370 502,915,642 
5 2304 洋河股份 308,990,843 143,282,217 452,273,060 
6 2008 大族激光 262,977,879 98,065,310 361,043,189 
7 2415 海康威視 128,149,420 148,878,607 277,028,027 
8 2 萬科Ａ 146,022,931 95,853,742 241,876,673 
9 300124 匯川技術 11,820,445 130,621,354 142,441,799 
10 300122 智飛生物 98,706,729 36,234,231 134,940,960 
