1 600519 貴州茅台 577,566,414 452,134,600 1,029,701,014 
2 601318 中國平安 351,433,748 213,515,100 564,948,848 
3 600036 招商銀行 285,898,962 169,980,350 455,879,312 
4 600887 伊利股份 147,440,962 256,040,703 403,481,665 
5 600276 恒瑞醫藥 184,799,900 158,688,056 343,487,956 
6 601166 興業銀行 156,600,758 176,406,969 333,007,727 
7 601888 中國國旅 121,939,651 169,959,035 291,898,686 
8 600030 中信證券 88,074,657 196,004,372 284,079,029 
9 601012 隆基股份 150,281,345 107,901,610 258,182,955 
10 600031 三一重工 116,323,377 129,171,679 245,495,056 

1 2415 海康威視 179,225,434 519,127,065 698,352,499 
2 858 五糧液 418,419,685 155,927,224 574,346,909 
3 651 格力電器 203,874,447 255,964,543 459,838,990 
4 300498 溫氏股份 111,591,453 252,333,602 363,925,055 
5 2714 牧原股份 98,855,264 144,797,165 243,652,429 
6 333 美的集團 73,611,989 145,749,313 219,361,302 
7 63 中興通訊 75,481,234 138,145,519 213,626,753 
8 2475 立訊精密 132,233,704 55,465,773 187,699,477 
9 568 瀘州老窖 102,415,233 65,906,291 168,321,524 
10 2304 洋河股份 82,502,718 83,466,185 165,968,903 
