1 600519 貴州茅台 1,295,363,897 750,782,199 2,046,146,096 
2 601318 中國平安 665,061,592 648,383,718 1,313,445,310 
3 600887 伊利股份 468,636,341 605,957,238 1,074,593,579 
4 600036 招商銀行 450,394,629 390,809,663 841,204,292 
5 600276 恒瑞醫藥 433,944,224 256,865,182 690,809,406 
6 601166 興業銀行 369,032,984 211,653,198 580,686,182 
7 600000 浦發銀行 316,085,666 214,214,037 530,299,703 
8 600104 上汽集團 299,904,471 218,949,568 518,854,039 
9 600900 長江電力 309,236,300 198,788,140 508,024,440 
10 600690 青島海爾 213,776,628 256,336,911 470,113,539 

1 2415 海康威視 470,330,548 514,486,392 984,816,940 
2 333 美的集團 500,750,324 302,281,989 803,032,313 
3 858 五糧液 471,954,985 255,441,077 727,396,062 
4 651 格力電器 315,269,962 216,130,759 531,400,721 
5 2 萬科Ａ 365,420,127 136,049,254 501,469,381 
6 2304 洋河股份 225,014,399 182,699,891 407,714,290 
7 2027 分眾傳媒 193,161,718 195,750,279 388,911,997 
8 1 平安銀行 138,216,756 163,550,752 301,767,508 
9 725 京東方Ａ 208,314,273 85,337,863 293,652,136 
10 2024 蘇寧易購 189,750,897 84,783,843 274,534,740 
