1 601318 中國平安 1,152,766,535 549,483,789 1,702,250,324 
2 600030 中信證券 626,596,911 554,231,851 1,180,828,762 
3 600519 貴州茅台 365,576,902 498,365,473 863,942,375 
4 600887 伊利股份 169,430,656 565,757,843 735,188,499 
5 600406 國電南瑞 187,308,288 428,459,560 615,767,848 
6 600036 招商銀行 339,253,938 212,245,866 551,499,804 
7 600690 青島海爾 162,041,587 302,661,855 464,703,442 
8 600276 恒瑞醫藥 245,562,217 167,278,537 412,840,754 
9 600031 三一重工 240,497,017 107,025,902 347,522,919 
10 600050 中國聯通 178,731,198 159,558,267 338,289,465 

1 2415 海康威視 242,727,828 447,581,393 690,309,221 
2 2714 牧原股份 300,376,526 366,359,882 666,736,408 
3 858 五糧液 342,842,351 267,850,942 610,693,293 
4 651 格力電器 364,529,070 175,486,135 540,015,205 
5 333 美的集團 323,213,619 202,357,330 525,570,949 
6 2 萬科Ａ 288,373,053 167,246,790 455,619,843 
7 63 中興通訊 129,323,094 317,513,001 446,836,095 
8 2475 立訊精密 134,083,166 225,482,187 359,565,353 
9 1 平安銀行 122,901,803 182,186,012 305,087,815 
10 300059 東方財富 237,196,265 51,931,662 289,127,927 
