1 601318 中國平安 1,418,696,773 568,610,843 1,987,307,616 
2 600519 貴州茅台 772,180,395 679,185,863 1,451,366,258 
3 600030 中信證券 446,235,334 392,817,192 839,052,526 
4 600036 招商銀行 291,448,554 398,722,920 690,171,474 
5 600887 伊利股份 178,127,758 464,899,555 643,027,313 
6 600585 海螺水泥 222,975,589 141,528,585 364,504,174 
7 600031 三一重工 223,255,592 132,003,755 355,259,347 
8 600276 恒瑞醫藥 171,704,163 179,776,907 351,481,070 
9 600406 國電南瑞 142,004,916 173,321,188 315,326,104 
10 601166 興業銀行 165,988,351 143,347,185 309,335,536 

1 858 五糧液 422,272,343 442,052,334 864,324,677 
2 651 格力電器 372,873,955 240,188,394 613,062,349 
3 333 美的集團 350,419,079 115,068,101 465,487,180 
4 2714 牧原股份 268,660,536 186,810,584 455,471,120 
5 300498 溫氏股份 308,198,784 135,348,305 443,547,089 
6 2415 海康威視 216,239,903 120,251,001 336,490,904 
7 300059 東方財富 148,760,122 187,109,279 335,869,401 
8 2 萬科Ａ 151,247,326 163,564,957 314,812,283 
9 63 中興通訊 157,313,437 154,937,819 312,251,256 
10 2304 洋河股份 183,408,228 106,521,797 289,930,025 
