1 600519 貴州茅台 667,982,597 1,303,057,170 1,971,039,767 
2 601318 中國平安 321,728,771 1,431,911,486 1,753,640,257 
3 600036 招商銀行 140,648,947 459,954,367 600,603,314 
4 600276 恒瑞醫藥 194,234,987 324,647,901 518,882,888 
5 600183 生益科技 224,423,005 189,967,245 414,390,250 
6 601888 中國國旅 104,507,136 300,205,199 404,712,335 
7 603259 藥明康德 212,641,597 102,861,116 315,502,713 
8 601601 中國太保 95,849,827 190,690,565 286,540,392 
9 603288 海天味業 161,909,051 118,495,593 280,404,644 
10 601012 隆基股份 98,982,540 167,381,258 266,363,798 

1 858 五糧液 374,978,343 438,648,592 813,626,935 
2 2415 海康威視 202,931,470 266,162,621 469,094,091 
3 2475 立訊精密 129,136,695 336,112,801 465,249,496 
4 333 美的集團 160,264,613 252,899,394 413,164,007 
5 651 格力電器 204,129,883 195,217,882 399,347,765 
6 1 平安銀行 189,740,486 193,543,551 383,284,037 
7 300498 溫氏股份 144,558,564 171,378,781 315,937,345 
8 2 萬科Ａ 156,718,707 94,868,897 251,587,604 
9 977 浪潮信息 197,433,878 42,778,038 240,211,916 
10 2241 歌爾股份 115,366,842 117,516,868 232,883,710 
