1 600519 貴州茅台 434,834,083 900,539,812 1,335,373,895 
2 601318 中國平安 843,500,695 401,384,870 1,244,885,565 
3 600276 恒瑞醫藥 322,121,643 526,868,151 848,989,794 
4 600585 海螺水泥 120,607,417 421,314,131 541,921,548 
5 600030 中信證券 321,133,197 211,772,432 532,905,629 
6 600887 伊利股份 300,823,188 115,521,089 416,344,277 
7 601888 中國國旅 288,373,273 115,750,496 404,123,769 
8 600036 招商銀行 260,115,045 130,627,991 390,743,036 
9 600690 青島海爾 139,506,812 106,013,972 245,520,784 
10 601398 工商銀行 94,905,433 109,713,531 204,618,964 

1 2415 海康威視 309,985,006 537,873,992 847,858,998 
2 2304 洋河股份 155,445,566 393,914,884 549,360,450 
3 858 五糧液 182,996,501 326,698,409 509,694,910 
4 651 格力電器 215,461,728 171,006,402 386,468,130 
5 1 平安銀行 89,289,663 107,551,450 196,841,113 
6 2475 立訊精密 139,895,290 53,922,855 193,818,145 
7 2 萬科Ａ 74,720,100 78,984,695 153,704,795 
8 2027 分眾傳媒 69,311,486 65,439,047 134,750,533 
9 63 中興通訊 70,395,041 61,267,401 131,662,442 
10 2456 歐菲科技 42,079,946 78,210,585 120,290,531 
