1 600519 貴州茅台 1,103,710,209 748,125,214 1,851,835,423 
2 601318 中國平安 1,080,914,997 613,306,284 1,694,221,281 
3 600276 恒瑞醫藥 204,876,834 330,176,918 535,053,752 
4 600036 招商銀行 152,250,883 315,421,744 467,672,627 
5 600887 伊利股份 134,499,809 148,432,209 282,932,018 
6 601166 興業銀行 68,645,944 164,582,005 233,227,949 
7 601288 農業銀行 98,789,594 129,060,377 227,849,971 
8 600016 民生銀行 73,910,141 131,488,596 205,398,737 
9 601398 工商銀行 61,162,202 140,310,600 201,472,802 
10 600028 中國石化 73,000,069 127,410,160 200,410,229 

1 858 五糧液 216,077,315 220,581,914 436,659,229 
2 651 格力電器 217,620,415 212,256,736 429,877,151 
3 333 美的集團 158,432,710 239,684,050 398,116,760 
4 2304 洋河股份 111,849,155 148,878,518 260,727,673 
5 2415 海康威視 115,708,731 95,782,134 211,490,865 
6 2 萬科Ａ 40,877,237 127,065,464 167,942,701 
7 300015 愛爾眼科 50,809,576 100,790,553 151,600,129 
8 1 平安銀行 23,993,684 108,128,074 132,121,758 
9 2027 分眾傳媒 73,541,728 54,527,523 128,069,251 
10 2475 立訊精密 97,030,579 18,828,347 115,858,926 
