1	601318	中國平安　　　　	206,473,855	76,272,835	282,746,690
2	600887	伊利股份　　　　	161,517,050	47,288,395	208,805,445
3	600585	海螺水泥　　　　	159,016,699	18,433,620	177,450,319
4	600519	貴州茅台　　　　	128,593,690	29,873,482	158,467,172
5	600276	恒瑞醫藥　　　　	55,500,924	98,273,925	153,774,849
6	600019	寶鋼股份　　　　	86,786,531	54,913,884	141,700,415
7	601688	華泰證券　　　　	74,103,043	39,299,144	113,402,187
8	600660	福耀玻璃　　　　	89,216,007	8,859,761	98,075,768
9	600741	華域汽車　　　　	92,619,275	4,765,282	97,384,557
10	600309	萬華化學　　　　	54,123,583	41,556,121	95,679,704
1	333	美的集團　　　　	461,799,223	187,353,307	649,152,530
2	2415	海康威視　　　　	83,338,445	206,409,988	289,748,433
3	651	格力電器　　　　	65,485,188	112,078,494	177,563,682
4	2508	老闆電器　　　　	133,005,117	7,210,043	140,215,160
5	725	京東方Ａ　　　　	58,676,847	60,492,540	119,169,387
6	2050	三花智控　　　　	105,942,369	11,476,327	117,418,696
7	2	萬科Ａ　　　　　	85,027,832	19,293,856	104,321,688
8	300124	匯川技術　　　　	83,058,610	13,880,872	96,939,482
9	2027	分眾傳媒　　　　	35,958,611	54,900,133	90,858,744
10	858	五糧液　　　　　	39,426,141	48,550,313	87,976,454
