1 600519 貴州茅台 566,329,208 527,493,001 1,093,822,209 
2 600276 恒瑞醫藥 463,283,068 467,419,688 930,702,756 
3 601318 中國平安 402,046,035 340,300,772 742,346,807 
4 600036 招商銀行 312,297,567 420,022,026 732,319,593 
5 601166 興業銀行 288,613,725 125,953,985 414,567,710 
6 601818 光大銀行 92,080,674 245,348,011 337,428,685 
7 600009 上海機場 44,237,090 287,515,759 331,752,849 
8 600048 保利地產 101,478,166 228,876,187 330,354,353 
9 600900 長江電力 58,852,069 262,705,995 321,558,064 
10 600000 浦發銀行 112,787,464 184,903,866 297,691,330 

1 2415 海康威視 169,363,597 575,979,352 745,342,949 
2 333 美的集團 619,077,793 74,445,403 693,523,196 
3 858 五糧液 220,110,686 422,720,445 642,831,131 
4 2475 立訊精密 451,517,281 164,561,305 616,078,586 
5 1 平安銀行 188,880,566 354,580,495 543,461,061 
6 538 雲南白藥 333,289,755 50,540,905 383,830,660 
7 2 萬科Ａ 217,244,749 121,387,539 338,632,288 
8 2714 牧原股份 183,675,999 134,376,504 318,052,503 
9 2241 歌爾股份 168,743,530 136,900,860 305,644,390 
10 651 格力電器 165,838,185 136,815,593 302,653,778 
