1 600519 貴州茅台 277,048,679 425,045,663 702,094,342 
2 601318 中國平安 206,810,154 469,922,819 676,732,973 
3 601155 新城控股 98,795,889 322,498,377 421,294,266 
4 600887 伊利股份 178,595,845 227,741,232 406,337,077 
5 600009 上海機場 56,708,239 234,653,170 291,361,409 
6 600585 海螺水泥 146,659,289 102,955,928 249,615,217 
7 600741 華域汽車 47,106,069 197,230,436 244,336,505 
8 600036 招商銀行 69,546,150 164,151,244 233,697,394 
9 600048 保利地產 53,187,977 165,319,574 218,507,551 
10 601888 中國國旅 95,275,327 109,367,085 204,642,412 

1 858 五糧液 247,247,149 520,936,555 768,183,704 
2 2415 海康威視 166,268,979 437,393,806 603,662,785 
3 300498 溫氏股份 245,774,316 201,190,687 446,965,003 
4 333 美的集團 213,741,181 132,124,894 345,866,075 
5 2714 牧原股份 158,277,026 176,997,217 335,274,243 
6 2 萬科Ａ 100,276,747 219,019,186 319,295,933 
7 568 瀘州老窖 106,927,012 165,173,044 272,100,056 
8 2304 洋河股份 80,437,583 189,365,355 269,802,938 
9 2475 立訊精密 61,292,374 177,785,063 239,077,437 
10 651 格力電器 75,416,709 124,549,141 199,965,850 
