1 601318 中國平安 719,878,957 551,330,831 1,271,209,788 
2 600519 貴州茅台 390,969,625 784,716,206 1,175,685,831 
3 600887 伊利股份 178,795,641 246,296,004 425,091,645 
4 603288 海天味業 301,379,989 84,955,131 386,335,120 
5 600585 海螺水泥 235,149,553 111,156,300 346,305,853 
6 600009 上海機場 208,281,395 125,199,479 333,480,874 
7 601138 工業富聯 118,796,227 193,918,056 312,714,283 
8 600900 長江電力 164,776,053 128,850,323 293,626,376 
9 600036 招商銀行 122,066,702 170,934,090 293,000,792 
10 600183 生益科技 163,846,964 109,878,009 273,724,973 

1 858 五糧液 572,125,396 281,251,351 853,376,747 
2 333 美的集團 362,759,105 268,459,153 631,218,258 
3 651 格力電器 287,261,375 169,712,690 456,974,065 
4 1 平安銀行 242,493,656 146,455,355 388,949,011 
5 2129 中環股份 46,632,591 285,934,076 332,566,667 
6 568 瀘州老窖 159,645,151 165,981,651 325,626,802 
7 2304 洋河股份 102,881,734 217,041,144 319,922,878 
8 2415 海康威視 132,005,713 177,859,182 309,864,895 
9 2475 立訊精密 122,977,324 166,093,994 289,071,318 
10 300136 信維通信 43,617,134 230,559,657 274,176,791 
