1 601318 中國平安 336,579,380 566,605,351 903,184,731 
2 600519 貴州茅台 235,448,535 486,090,537 721,539,072 
3 600276 恒瑞醫藥 197,378,344 510,705,226 708,083,570 
4 600887 伊利股份 175,321,110 492,508,591 667,829,701 
5 600036 招商銀行 322,732,835 262,842,803 585,575,638 
6 601166 興業銀行 219,149,543 133,198,319 352,347,862 
7 600028 中國石化 69,918,030 220,682,342 290,600,372 
8 600585 海螺水泥 61,421,637 208,257,681 269,679,318 
9 600104 上汽集團 49,384,860 178,333,515 227,718,375 
10 600030 中信證券 56,756,263 166,772,419 223,528,682 

1 651 格力電器 174,162,331 490,480,292 664,642,623 
2 2415 海康威視 237,872,261 345,404,902 583,277,163 
3 858 五糧液 123,109,527 270,659,762 393,769,289 
4 333 美的集團 167,143,292 173,095,780 340,239,072 
5 2 萬科Ａ 135,771,202 118,784,219 254,555,421 
6 2236 大華股份 87,072,834 164,500,824 251,573,658 
7 63 中興通訊 14,662,613 148,925,915 163,588,528 
8 2027 分眾傳媒 37,189,958 109,139,747 146,329,705 
9 2594 比亞迪 18,414,432 114,876,811 133,291,243 
10 1 平安銀行 49,271,567 81,255,693 130,527,260 
