1	600519	貴州茅台　　　　	614,495,491	469,376,238	1,083,871,729
2	601318	中國平安　　　　	373,160,319	203,027,281	576,187,600
3	600887	伊利股份　　　　	266,832,025	85,667,519	352,499,544
4	601006	大秦鐵路　　　　	279,449,533	20,416,182	299,865,715
5	600009	上海機場　　　　	157,181,861	77,126,724	234,308,585
6	600276	恒瑞醫藥　　　　	121,735,953	100,395,395	222,131,348
7	600048	保利地產　　　　	122,205,697	80,541,462	202,747,159
8	601888	中國國旅　　　　	85,018,203	55,519,867	140,538,070
9	600019	寶鋼股份　　　　	64,180,674	75,330,549	139,511,223
10	600030	中信證券　　　　	74,221,616	56,091,904	130,313,520
1	333	美的集團　　　　	502,893,577	114,022,111	616,915,688
2	858	五糧液　　　　　	278,794,553	152,283,224	431,077,777
3	2415	海康威視　　　　	289,013,069	84,015,563	373,028,632
4	725	京東方Ａ　　　　	177,869,531	164,711,963	342,581,494
5	651	格力電器　　　　	214,519,667	76,574,294	291,093,961
6	2	萬科Ａ　　　　　	158,669,913	82,324,562	240,994,475
7	2008	大族激光　　　　	174,614,214	57,193,327	231,807,541
8	2304	洋河股份　　　　	76,802,673	116,369,933	193,172,606
9	418	小天鵝Ａ　　　　	155,491,878	18,461,544	173,953,422
10	1	平安銀行　　　　	49,773,576	67,247,741	117,021,317
