1 600519 貴州茅台 399,578,755 546,109,298 945,688,053 
2 601318 中國平安 252,510,099 319,914,208 572,424,307 
3 600887 伊利股份 366,357,191 179,318,994 545,676,185 
4 600030 中信證券 263,019,572 263,072,364 526,091,936 
5 600050 中國聯通 227,480,453 283,824,938 511,305,391 
6 600276 恒瑞醫藥 241,606,906 212,902,707 454,509,613 
7 600536 中國軟件 203,281,669 240,206,650 443,488,319 
8 600036 招商銀行 233,855,329 139,266,814 373,122,143 
9 600183 生益科技 153,535,680 217,556,593 371,092,273 
10 600570 恒生電子 132,606,811 237,660,946 370,267,757 

1 858 五糧液 324,930,244 506,065,105 830,995,349 
2 63 中興通訊 186,247,495 334,373,279 520,620,774 
3 2714 牧原股份 112,494,866 289,545,528 402,040,394 
4 333 美的集團 247,523,843 126,584,910 374,108,753 
5 538 雲南白藥 145,322,914 209,721,444 355,044,358 
6 2475 立訊精密 96,959,806 257,977,604 354,937,410 
7 651 格力電器 257,765,824 91,047,797 348,813,621 
8 300750 寧德時代 280,590,006 48,060,002 328,650,008 
9 2415 海康威視 144,683,617 179,709,005 324,392,622 
10 2 萬科Ａ 190,062,102 99,842,601 289,904,703 
