1	600519	貴州茅台　　　　	185,122,451	193,654,098	378,776,549
2	600276	恒瑞醫藥　　　　	219,361,765	143,270,181	362,631,946
3	601318	中國平安　　　　	124,952,479	172,566,390	297,518,869
4	600887	伊利股份　　　　	110,957,011	179,196,186	290,153,197
5	600690	青島海爾　　　　	152,769,315	60,391,378	213,160,693
6	603589	口子窖　　　　　	6,111,685	146,989,724	153,101,409
7	600009	上海機場　　　　	48,518,242	78,558,018	127,076,260
8	600036	招商銀行　　　　	91,765,801	22,372,529	114,138,330
9	600030	中信證券　　　　	3,742,838	90,455,240	94,198,078
10	601888	中國國旅　　　　	53,305,509	39,039,588	92,345,097
1	2415	海康威視　　　　	160,089,277	281,989,723	442,079,000
2	333	美的集團　　　　	270,269,406	168,045,900	438,315,306
3	725	京東方Ａ　　　　	153,889,159	209,405,128	363,294,287
4	651	格力電器　　　　	203,125,674	151,519,892	354,645,566
5	858	五糧液　　　　　	92,476,789	98,160,195	190,636,984
6	2008	大族激光　　　　	148,040,446	38,599,135	186,639,581
7	2583	海能達　　　　　	143,860,175	10,844,554	154,704,729
8	2241	歌爾股份　　　　	46,979,011	104,367,371	151,346,382
9	338	濰柴動力　　　　	72,774,805	74,109,003	146,883,808
10	568	瀘州老窖　　　　	74,136,166	67,753,827	141,889,993
