1 601318 中國平安 1,056,809,586 631,316,588 1,688,126,174 
2 600519 貴州茅台 996,199,439 540,424,233 1,536,623,672 
3 600030 中信證券 509,448,956 777,757,871 1,287,206,827 
4 601166 興業銀行 510,857,765 308,569,420 819,427,185 
5 600036 招商銀行 339,488,420 378,027,866 717,516,286 
6 600887 伊利股份 437,783,101 220,576,061 658,359,162 
7 600276 恒瑞醫藥 268,968,399 309,096,707 578,065,106 
8 600585 海螺水泥 306,647,510 221,643,971 528,291,481 
9 600690 青島海爾 224,878,709 170,954,592 395,833,301 
10 600009 上海機場 262,015,791 124,160,480 386,176,271 

1 858 五糧液 507,460,866 466,782,549 974,243,415 
2 651 格力電器 493,795,892 223,054,918 716,850,810 
3 2415 海康威視 358,667,852 235,998,425 594,666,277 
4 333 美的集團 365,193,055 133,511,840 498,704,895 
5 2 萬科Ａ 260,458,102 229,317,187 489,775,289 
6 300059 東方財富 220,958,764 168,638,717 389,597,481 
7 2304 洋河股份 226,465,446 150,332,519 376,797,965 
8 2714 牧原股份 136,315,153 240,331,638 376,646,791 
9 1 平安銀行 240,534,749 129,863,076 370,397,825 
10 300136 信維通信 86,097,809 175,400,207 261,498,016 
