1	651	格力電器　　　　	551,416,485	161,937,250	713,353,735
2	2415	海康威視　　　　	537,909,315	100,161,379	638,070,694
3	333	美的集團　　　　	249,176,778	25,995,899	275,172,677
4	776	廣發證券　　　　	140,804,847	31,209,036	172,013,883
5	858	五糧液　　　　　	110,865,174	49,503,145	160,368,319
6	2304	洋河股份　　　　	136,200,884	13,597,194	149,798,078
7	568	瀘州老窖　　　　	11,451,070	91,460,296	102,911,366
8	2468	申通快遞　　　　	98,316,255	1,489,506	99,805,761
9	2	萬科Ａ　　　　　	71,546,993	9,399,064	80,946,057
10	300433	藍思科技　　　　	24,109,918	46,873,007	70,982,925
1	600519	貴州茅台　　　　	418,374,322	33,977,575	452,351,897
2	601318	中國平安　　　　	247,829,625	98,357,799	346,187,424
3	600887	伊利股份　　　　	262,739,746	57,358,166	320,097,912
4	600276	恒瑞醫藥　　　　	231,767,179	71,165,563	302,932,742
5	600036	招商銀行　　　　	168,124,501	84,836,088	252,960,589
6	600030	中信證券　　　　	160,043,576	86,067,002	246,110,578
7	600585	海螺水泥　　　　	154,554,653	35,056,888	189,611,541
8	601688	華泰證券　　　　	141,516,715	35,550,131	177,066,846
9	600019	寶鋼股份　　　　	88,602,903	73,501,099	162,104,002
10	600900	長江電力　　　　	109,404,243	6,847,716	116,251,959
