1 600887 伊利股份 794,457,621 604,092,443 1,398,550,064 
2 601318 中國平安 196,104,586 998,411,112 1,194,515,698 
3 600519 貴州茅台 432,268,456 345,993,399 778,261,855 
4 600036 招商銀行 147,567,258 305,860,652 453,427,910 
5 600276 恒瑞醫藥 192,318,304 155,990,989 348,309,293 
6 600585 海螺水泥 192,686,300 138,416,369 331,102,669 
7 601012 隆基股份 144,635,550 112,404,627 257,040,177 
8 600183 生益科技 121,973,788 131,268,279 253,242,067 
9 600030 中信證券 116,826,086 124,339,388 241,165,474 
10 601166 興業銀行 23,727,580 216,820,227 240,547,807 

1 858 五糧液 411,481,743 383,636,390 795,118,133 
2 2 萬科Ａ 253,310,246 148,727,000 402,037,246 
3 1 平安銀行 195,108,323 177,689,684 372,798,007 
4 300498 溫氏股份 278,464,170 86,065,501 364,529,671 
5 2415 海康威視 153,147,091 160,287,303 313,434,394 
6 333 美的集團 146,257,272 166,321,807 312,579,079 
7 2304 洋河股份 133,927,852 154,798,387 288,726,239 
8 2129 中環股份 87,862,240 195,592,830 283,455,070 
9 651 格力電器 100,226,489 179,314,730 279,541,219 
10 2714 牧原股份 102,405,110 127,899,149 230,304,259 
