1 600519 貴州茅台 529,347,754 858,081,830 1,387,429,584 
2 601318 中國平安 280,328,501 443,352,394 723,680,895 
3 600887 伊利股份 172,406,863 291,413,020 463,819,883 
4 600031 三一重工 80,938,564 339,316,218 420,254,782 
5 600036 招商銀行 195,325,831 218,112,363 413,438,194 
6 601166 興業銀行 188,662,854 174,406,289 363,069,143 
7 600276 恒瑞醫藥 149,405,995 212,218,632 361,624,627 
8 600352 浙江龍盛 239,036,750 40,847,404 279,884,154 
9 601012 隆基股份 215,169,814 60,792,306 275,962,120 
10 601888 中國國旅 95,443,715 146,347,847 241,791,562 

1 858 五糧液 283,345,911 558,763,195 842,109,106 
2 333 美的集團 235,061,731 358,602,824 593,664,555 
3 2415 海康威視 219,671,113 354,800,919 574,472,032 
4 651 格力電器 280,954,845 204,220,841 485,175,686 
5 2714 牧原股份 252,548,339 201,580,034 454,128,373 
6 300498 溫氏股份 197,251,131 211,605,176 408,856,307 
7 2475 立訊精密 56,411,276 198,938,594 255,349,870 
8 568 瀘州老窖 143,042,982 90,357,072 233,400,054 
9 963 華東醫藥 56,472,344 172,831,769 229,304,113 
10 1 平安銀行 94,105,200 119,966,859 214,072,059 
