1 600519 貴州茅台 444,751,427 1,346,860,693 1,791,612,120 
2 601318 中國平安 575,386,327 546,029,467 1,121,415,794 
3 600036 招商銀行 486,838,726 212,091,953 698,930,679 
4 600276 恒瑞醫藥 285,923,349 348,994,378 634,917,727 
5 603288 海天味業 335,677,586 166,361,932 502,039,518 
6 600031 三一重工 328,210,922 170,593,708 498,804,630 
7 600183 生益科技 173,174,093 305,364,593 478,538,686 
8 600585 海螺水泥 328,045,899 106,727,422 434,773,321 
9 601601 中國太保 228,454,294 162,350,553 390,804,847 
10 601166 興業銀行 191,483,370 161,361,002 352,844,372 

1 858 五糧液 312,098,136 300,040,128 612,138,264 
2 1 平安銀行 363,291,259 113,000,005 476,291,264 
3 651 格力電器 302,537,408 129,465,322 432,002,730 
4 2475 立訊精密 191,449,010 171,915,568 363,364,578 
5 2415 海康威視 216,356,888 93,028,145 309,385,033 
6 333 美的集團 165,869,023 113,454,715 279,323,738 
7 2304 洋河股份 131,211,405 113,110,419 244,321,824 
8 2241 歌爾股份 108,965,510 127,919,776 236,885,286 
9 300750 寧德時代 151,192,466 56,383,462 207,575,928 
10 63 中興通訊 59,511,073 121,827,807 181,338,880 
