1 601318 中國平安 408,839,339 997,233,597 1,406,072,936 
2 600690 青島海爾 232,017,624 360,257,801 592,275,425 
3 600519 貴州茅台 227,063,821 318,445,623 545,509,444 
4 600887 伊利股份 166,092,847 197,239,713 363,332,560 
5 600048 保利地產 118,474,352 145,112,243 263,586,595 
6 600036 招商銀行 39,852,114 217,985,457 257,837,571 
7 601166 興業銀行 59,920,500 186,151,274 246,071,774 
8 600276 恒瑞醫藥 127,129,256 110,174,866 237,304,122 
9 600009 上海機場 176,437,743 36,341,509 212,779,252 
10 601398 工商銀行 66,984,392 123,562,772 190,547,164 

1 2415 海康威視 373,843,101 163,300,221 537,143,322 
2 2 萬科Ａ 124,497,968 326,656,496 451,154,464 
3 725 京東方Ａ 272,629,637 177,438,167 450,067,804 
4 651 格力電器 144,812,349 291,356,737 436,169,086 
5 333 美的集團 234,369,349 182,064,054 416,433,403 
6 858 五糧液 153,428,944 244,457,394 397,886,338 
7 1 平安銀行 197,011,340 131,921,989 328,933,329 
8 2008 大族激光 129,129,470 71,350,379 200,479,849 
9 2304 洋河股份 46,404,118 136,576,068 182,980,186 
10 2508 老闆電器 76,495,429 76,289,470 152,784,899 
