1 601318 中國平安 643,551,601 702,793,816 1,346,345,417 
2 600519 貴州茅台 457,468,504 511,347,167 968,815,671 
3 600036 招商銀行 224,947,773 312,973,552 537,921,325 
4 600276 恒瑞醫藥 146,849,817 258,465,919 405,315,736 
5 601166 興業銀行 298,479,164 80,707,649 379,186,813 
6 600887 伊利股份 108,387,783 211,427,803 319,815,586 
7 600031 三一重工 145,267,680 168,317,867 313,585,547 
8 600585 海螺水泥 130,293,217 154,152,134 284,445,351 
9 603288 海天味業 174,727,685 102,293,721 277,021,406 
10 600900 長江電力 80,864,049 155,976,108 236,840,157 

1 858 五糧液 289,094,878 390,257,072 679,351,950 
2 2415 海康威視 144,339,965 493,508,622 637,848,587 
3 651 格力電器 171,165,638 372,502,939 543,668,577 
4 300498 溫氏股份 306,232,204 228,954,116 535,186,320 
5 2714 牧原股份 185,305,290 247,380,899 432,686,189 
6 333 美的集團 158,932,195 231,513,780 390,445,975 
7 2157 正邦科技 164,633,938 183,625,812 348,259,750 
8 2304 洋河股份 159,503,422 160,318,651 319,822,073 
9 568 瀘州老窖 218,945,536 96,730,001 315,675,537 
10 2475 立訊精密 63,701,583 250,368,403 314,069,986 
