1 600519 貴州茅台 356,166,034 1,025,477,746 1,381,643,780 
2 601318 中國平安 230,221,814 1,032,006,790 1,262,228,604 
3 600036 招商銀行 138,164,462 557,347,703 695,512,165 
4 600887 伊利股份 124,092,454 303,131,978 427,224,432 
5 601166 興業銀行 56,014,496 322,351,701 378,366,197 
6 600276 恒瑞醫藥 151,030,638 181,498,251 332,528,889 
7 600183 生益科技 145,239,730 168,947,946 314,187,676 
8 600048 保利地產 111,094,013 167,926,552 279,020,565 
9 601888 中國國旅 132,380,891 121,065,662 253,446,553 
10 601012 隆基股份 132,328,917 101,471,607 233,800,524 

1 858 五糧液 350,023,416 553,907,866 903,931,282 
2 333 美的集團 219,330,275 532,606,340 751,936,615 
3 2415 海康威視 222,019,137 487,009,288 709,028,425 
4 651 格力電器 157,366,372 468,283,603 625,649,975 
5 63 中興通訊 93,890,003 528,347,384 622,237,387 
6 2304 洋河股份 314,096,797 168,219,867 482,316,664 
7 1 平安銀行 177,230,260 202,218,543 379,448,803 
8 2475 立訊精密 106,380,925 246,492,396 352,873,321 
9 2 萬科Ａ 112,978,813 209,015,810 321,994,623 
10 2008 大族激光 68,606,443 249,695,880 318,302,323 
