1 600519 貴州茅台 478,100,407 686,250,881 1,164,351,288 
2 601318 中國平安 588,072,926 231,661,239 819,734,165 
3 600036 招商銀行 478,322,764 180,413,217 658,735,981 
4 600887 伊利股份 241,139,592 302,637,287 543,776,879 
5 600276 恒瑞醫藥 161,124,134 347,862,838 508,986,972 
6 600031 三一重工 330,721,963 167,093,480 497,815,443 
7 600183 生益科技 184,952,787 228,826,249 413,779,036 
8 600030 中信證券 186,197,543 172,029,422 358,226,965 
9 600536 中國軟件 124,521,151 215,777,259 340,298,410 
10 601166 興業銀行 209,000,070 110,347,409 319,347,479 

1 651 格力電器 656,165,212 190,466,973 846,632,185 
2 858 五糧液 272,521,097 353,424,643 625,945,740 
3 2714 牧原股份 345,226,160 224,286,446 569,512,606 
4 63 中興通訊 269,798,749 253,544,203 523,342,952 
5 2415 海康威視 286,800,978 206,539,191 493,340,169 
6 2 萬科Ａ 270,733,661 56,496,524 327,230,185 
7 300498 溫氏股份 226,043,752 66,011,478 292,055,230 
8 1 平安銀行 98,221,737 186,565,208 284,786,945 
9 333 美的集團 209,774,543 64,883,464 274,658,007 
10 2475 立訊精密 120,406,376 146,901,349 267,307,725 
