1 600519 貴州茅台 347,235,419 571,183,962 918,419,381 
2 601318 中國平安 320,306,767 575,769,985 896,076,752 
3 600019 寶鋼股份 202,371,908 261,631,596 464,003,504 
4 600048 保利地產 171,853,205 231,105,948 402,959,153 
5 600690 青島海爾 15,976,414 325,955,105 341,931,519 
6 600887 伊利股份 59,499,795 281,955,166 341,454,961 
7 601939 建設銀行 86,054,521 241,891,601 327,946,122 
8 600585 海螺水泥 122,227,754 199,553,430 321,781,184 
9 601288 農業銀行 120,381,013 183,530,578 303,911,591 
10 600030 中信證券 104,978,459 179,875,971 284,854,430 

1 858 五糧液 302,949,185 408,538,056 711,487,241 
2 2415 海康威視 233,413,238 246,271,319 479,684,557 
3 651 格力電器 126,901,507 239,564,078 366,465,585 
4 2 萬科Ａ 133,770,146 177,835,985 311,606,131 
5 898 鞍鋼股份 209,814,211 40,583,141 250,397,352 
6 2583 海能達 54,074,758 167,408,990 221,483,748 
7 725 京東方Ａ 117,255,254 94,946,734 212,201,988 
8 333 美的集團 99,050,826 107,569,943 206,620,769 
9 1979 招商蛇口 57,417,018 126,369,413 183,786,431 
10 300136 信維通信 115,310,947 57,815,977 173,126,924 
