1 601318 中國平安 1,274,246,729 400,210,887 1,674,457,616 
2 600519 貴州茅台 754,540,293 487,035,016 1,241,575,309 
3 600036 招商銀行 779,338,563 119,515,902 898,854,465 
4 600031 三一重工 579,245,660 167,353,520 746,599,180 
5 601166 興業銀行 514,020,001 148,634,353 662,654,354 
6 600030 中信證券 338,842,691 237,603,189 576,445,880 
7 600887 伊利股份 414,721,325 157,568,580 572,289,905 
8 600183 生益科技 245,280,219 241,153,169 486,433,388 
9 600009 上海機場 268,483,253 213,184,676 481,667,929 
10 600585 海螺水泥 196,066,415 285,476,419 481,542,834 

1 858 五糧液 529,451,890 333,709,557 863,161,447 
2 300059 東方財富 502,332,779 82,720,366 585,053,145 
3 333 美的集團 311,919,818 257,510,528 569,430,346 
4 651 格力電器 264,447,396 287,984,817 552,432,213 
5 1 平安銀行 331,982,122 114,568,132 446,550,254 
6 2475 立訊精密 209,094,870 191,298,078 400,392,948 
7 2 萬科Ａ 209,373,520 190,467,652 399,841,172 
8 2241 歌爾股份 161,833,540 182,671,377 344,504,917 
9 2415 海康威視 233,271,633 110,741,168 344,012,801 
10 63 中興通訊 218,561,757 70,688,147 289,249,904 
