1 600276 恒瑞醫藥 534,288,718 182,591,586 716,880,304 
2 600519 貴州茅台 340,037,624 334,245,136 674,282,760 
3 601318 中國平安 311,290,382 199,345,044 510,635,426 
4 601888 中國國旅 100,769,731 277,401,582 378,171,313 
5 600887 伊利股份 221,960,964 152,513,643 374,474,607 
6 600585 海螺水泥 180,247,340 159,481,060 339,728,400 
7 600009 上海機場 52,562,002 198,665,611 251,227,613 
8 600004 白雲機場 91,999,224 144,001,297 236,000,521 
9 600031 三一重工 112,717,662 89,416,510 202,134,172 
10 600030 中信證券 55,900,272 127,269,913 183,170,185 

1 333 美的集團 152,224,011 356,912,812 509,136,823 
2 651 格力電器 158,496,385 269,718,024 428,214,409 
3 858 五糧液 167,958,361 195,889,031 363,847,392 
4 2415 海康威視 161,196,917 169,103,642 330,300,559 
5 2 萬科Ａ 113,223,942 130,309,969 243,533,911 
6 1 平安銀行 70,326,778 141,662,196 211,988,974 
7 300059 東方財富 53,934,260 136,094,918 190,029,178 
8 2024 蘇寧易購 89,570,907 77,098,973 166,669,880 
9 2475 立訊精密 61,481,240 97,820,504 159,301,744 
10 2304 洋河股份 63,276,940 79,123,296 142,400,236 
