1 600519 貴州茅台 730,791,139 556,098,299 1,286,889,438 
2 601318 中國平安 261,069,988 705,500,617 966,570,605 
3 600585 海螺水泥 168,039,632 259,699,441 427,739,073 
4 600183 生益科技 175,416,618 241,586,616 417,003,234 
5 600887 伊利股份 180,869,667 163,513,606 344,383,273 
6 600036 招商銀行 94,260,770 230,335,047 324,595,817 
7 600276 恒瑞醫藥 117,729,322 191,395,642 309,124,964 
8 601166 興業銀行 83,178,349 177,712,769 260,891,118 
9 601888 中國國旅 137,048,248 121,453,433 258,501,681 
10 600031 三一重工 118,243,745 135,120,564 253,364,309 

1 1 平安銀行 645,102,867 199,955,939 845,058,806 
2 651 格力電器 585,272,041 250,245,887 835,517,928 
3 858 五糧液 290,847,383 423,492,051 714,339,434 
4 2415 海康威視 100,917,487 293,495,736 394,413,223 
5 333 美的集團 96,956,483 261,124,489 358,080,972 
6 300498 溫氏股份 114,941,224 237,030,842 351,972,066 
7 2 萬科Ａ 230,049,276 117,015,607 347,064,883 
8 63 中興通訊 86,703,574 126,248,462 212,952,036 
9 2475 立訊精密 67,216,537 123,077,525 190,294,062 
10 2714 牧原股份 103,038,028 74,264,288 177,302,316 
