1 600519 貴州茅台 332,416,135 721,630,404 1,054,046,539 
2 601318 中國平安 192,825,895 367,108,831 559,934,726 
3 600276 恒瑞醫藥 332,208,648 157,992,284 490,200,932 
4 601012 隆基股份 145,382,118 291,619,922 437,002,040 
5 600036 招商銀行 124,981,341 240,044,683 365,026,024 
6 600900 長江電力 128,540,353 231,330,917 359,871,270 
7 603986 兆易創新 187,347,162 99,113,122 286,460,284 
8 600009 上海機場 205,564,858 62,267,915 267,832,773 
9 600183 生益科技 116,545,502 145,923,170 262,468,672 
10 600887 伊利股份 99,598,820 158,993,481 258,592,301 

1 1 平安銀行 598,266,913 205,746,904 804,013,817 
2 333 美的集團 140,819,392 462,377,072 603,196,464 
3 2415 海康威視 188,598,218 356,787,222 545,385,440 
4 858 五糧液 341,009,727 194,389,036 535,398,763 
5 2475 立訊精密 320,781,041 151,664,760 472,445,801 
6 2241 歌爾股份 180,161,634 222,009,915 402,171,549 
7 651 格力電器 230,010,957 117,788,443 347,799,400 
8 2304 洋河股份 228,903,776 92,161,851 321,065,627 
9 2456 歐菲光 240,209,298 56,997,305 297,206,603 
10 977 浪潮信息 170,103,930 112,367,105 282,471,035 
