1 600519 貴州茅台 620,003,628 354,455,106 974,458,734 
2 601318 中國平安 650,287,683 247,788,592 898,076,275 
3 600276 恒瑞醫藥 408,732,199 242,159,610 650,891,809 
4 600036 招商銀行 377,609,642 186,643,311 564,252,953 
5 600585 海螺水泥 342,247,205 184,043,948 526,291,153 
6 600030 中信證券 275,182,560 117,504,362 392,686,922 
7 601888 中國國旅 153,487,795 220,995,754 374,483,549 
8 600887 伊利股份 117,415,678 159,464,402 276,880,080 
9 600009 上海機場 205,921,087 19,608,876 225,529,963 
10 600690 青島海爾 120,703,563 77,090,119 197,793,682 

1 651 格力電器 567,208,844 111,168,523 678,377,367 
2 858 五糧液 297,015,817 282,871,583 579,887,400 
3 2 萬科Ａ 470,341,130 89,774,320 560,115,450 
4 2415 海康威視 403,546,182 130,235,152 533,781,334 
5 333 美的集團 368,238,086 130,831,677 499,069,763 
6 2304 洋河股份 88,329,963 182,300,820 270,630,783 
7 1 平安銀行 139,783,608 105,067,780 244,851,388 
8 725 京東方Ａ 90,918,266 141,335,941 232,254,207 
9 338 濰柴動力 98,606,936 87,043,453 185,650,389 
10 2475 立訊精密 133,911,966 46,500,145 180,412,111 
