1 601318 中國平安 541,811,074 248,422,072 790,233,146 
2 600036 招商銀行 294,622,613 490,724,719 785,347,332 
3 600276 恒瑞醫藥 170,746,910 223,160,459 393,907,369 
4 600519 貴州茅台 170,913,093 192,961,773 363,874,866 
5 600030 中信證券 189,917,087 147,999,166 337,916,253 
6 601398 工商銀行 110,923,587 205,612,045 316,535,632 
7 601288 農業銀行 89,726,786 205,382,585 295,109,371 
8 600585 海螺水泥 163,332,636 108,009,023 271,341,659 
9 601166 興業銀行 52,527,971 176,974,973 229,502,944 
10 600887 伊利股份 105,490,140 120,229,063 225,719,203 

1 2415 海康威視 157,831,939 324,763,450 482,595,389 
2 333 美的集團 147,208,153 242,997,728 390,205,881 
3 2027 分眾傳媒 97,171,476 290,720,356 387,891,832 
4 651 格力電器 79,132,517 112,779,094 191,911,611 
5 858 五糧液 111,075,757 75,146,642 186,222,399 
6 2 萬科Ａ 52,962,324 122,899,442 175,861,766 
7 2304 洋河股份 89,635,836 58,016,512 147,652,348 
8 1 平安銀行 63,242,542 84,076,877 147,319,419 
9 2602 世紀華通 58,144,227 56,118,010 114,262,237 
10 568 瀘州老窖 88,163,430 19,372,869 107,536,299 
