1 600519 貴州茅台 615,694,530 622,513,485 1,238,208,015 
2 601318 中國平安 316,100,523 361,001,754 677,102,277 
3 600276 恒瑞醫藥 265,229,785 259,742,550 524,972,335 
4 601138 工業富聯 249,676,005 99,019,407 348,695,412 
5 600183 生益科技 120,000,911 203,696,381 323,697,292 
6 601012 隆基股份 246,430,424 55,852,443 302,282,867 
7 601601 中國太保 133,522,379 159,250,012 292,772,391 
8 600009 上海機場 124,696,188 136,894,674 261,590,862 
9 600031 三一重工 112,995,859 115,544,514 228,540,373 
10 600036 招商銀行 88,467,431 139,584,955 228,052,386 

1 858 五糧液 439,077,628 270,442,804 709,520,432 
2 2241 歌爾股份 180,847,603 219,415,250 400,262,853 
3 977 浪潮信息 234,335,810 148,405,745 382,741,555 
4 333 美的集團 134,055,705 247,002,627 381,058,332 
5 300347 泰格醫藥 222,308,599 135,357,412 357,666,011 
6 2475 立訊精密 183,246,696 130,493,746 313,740,442 
7 1 平安銀行 147,357,317 156,704,813 304,062,130 
8 300014 億緯鋰能 172,197,064 80,375,204 252,572,268 
9 2714 牧原股份 123,457,270 124,499,951 247,957,221 
10 63 中興通訊 103,230,976 138,625,605 241,856,581 
