1 600519 貴州茅台 415,919,397 569,428,882 985,348,279 
2 601012 隆基股份 376,890,500 137,196,099 514,086,599 
3 601318 中國平安 330,912,997 151,116,058 482,029,055 
4 600183 生益科技 199,214,605 240,904,601 440,119,206 
5 600276 恒瑞醫藥 218,400,769 183,323,970 401,724,739 
6 603288 海天味業 165,402,124 152,028,765 317,430,889 
7 601888 中國國旅 144,096,780 100,379,763 244,476,543 
8 600887 伊利股份 156,053,796 83,472,432 239,526,228 
9 600009 上海機場 108,050,567 117,078,997 225,129,564 
10 600031 三一重工 92,618,727 119,541,445 212,160,172 

1 858 五糧液 364,733,908 197,119,409 561,853,317 
2 333 美的集團 253,570,325 306,553,063 560,123,388 
3 1 平安銀行 419,457,632 104,889,007 524,346,639 
4 2415 海康威視 287,310,810 113,268,346 400,579,156 
5 651 格力電器 209,123,386 180,909,246 390,032,632 
6 2304 洋河股份 210,256,062 111,486,310 321,742,372 
7 2157 正邦科技 179,129,212 96,216,924 275,346,136 
8 2475 立訊精密 154,463,386 104,608,941 259,072,327 
9 2241 歌爾股份 88,072,326 144,043,250 232,115,576 
10 2402 和而泰 67,504,306 146,557,584 214,061,890 
