1 600519 貴州茅台 717,547,193 885,437,048 1,602,984,241 
2 601318 中國平安 473,113,513 197,460,043 670,573,556 
3 600050 中國聯通 175,792,852 149,989,901 325,782,753 
4 600030 中信證券 160,032,483 133,864,378 293,896,861 
5 600276 恒瑞醫藥 183,295,268 100,642,908 283,938,176 
6 600887 伊利股份 68,163,415 168,302,072 236,465,487 
7 601166 興業銀行 130,532,135 105,413,785 235,945,920 
8 601668 中國建築 148,807,515 76,416,210 225,223,725 
9 600019 寶鋼股份 77,074,834 141,802,034 218,876,868 
10 601328 交通銀行 71,274,548 132,959,195 204,233,743 

1 725 京東方Ａ 173,674,628 275,089,330 448,763,958 
2 2415 海康威視 213,068,915 171,639,343 384,708,258 
3 858 五糧液 266,668,758 116,122,198 382,790,956 
4 333 美的集團 171,593,214 168,185,308 339,778,522 
5 651 格力電器 119,704,916 151,270,412 270,975,328 
6 2 萬科Ａ 108,172,849 129,889,241 238,062,090 
7 1 平安銀行 136,339,143 80,948,417 217,287,560 
8 2230 科大訊飛 71,526,711 74,573,817 146,100,528 
9 2304 洋河股份 72,158,402 69,489,671 141,648,073 
10 423 東阿阿膠 103,246,586 17,671,668 120,918,254 
