1	601318	中國平安　　　　	446,666,190	211,515,835	658,182,025
2	600519	貴州茅台　　　　	355,291,810	154,568,552	509,860,362
3	600036	招商銀行　　　　	280,952,106	141,141,847	422,093,953
4	600690	青島海爾　　　　	358,221,220	56,407,644	414,628,864
5	600276	恒瑞醫藥　　　　	147,479,572	214,355,691	361,835,263
6	600887	伊利股份　　　　	206,114,625	86,545,725	292,660,350
7	600104	上汽集團　　　　	168,641,483	107,095,642	275,737,125
8	600585	海螺水泥　　　　	178,240,151	83,652,453	261,892,604
9	601166	興業銀行　　　　	215,612,245	28,445,883	244,058,128
10	600660	福耀玻璃　　　　	77,926,555	121,515,232	199,441,787
1	333	美的集團　　　　	372,945,169	174,953,349	547,898,518
2	2415	海康威視　　　　	262,126,268	167,988,286	430,114,554
3	2508	老闆電器　　　　	278,764,768	59,757,981	338,522,749
4	651	格力電器　　　　	155,629,412	138,100,446	293,729,858
5	858	五糧液　　　　　	97,411,276	111,322,742	208,734,018
6	1	平安銀行　　　　	179,513,724	19,332,571	198,846,295
7	538	雲南白藥　　　　	150,657,478	32,556,491	183,213,969
8	2304	洋河股份　　　　	149,079,118	28,973,021	178,052,139
9	725	京東方Ａ　　　　	128,753,585	46,210,109	174,963,694
10	2594	比亞迪　　　　　	100,235,766	26,906,700	127,142,466
