1 601318 中國平安 780,085,867 489,193,206 1,269,279,073 
2 600276 恒瑞醫藥 277,058,471 714,857,431 991,915,902 
3 600036 招商銀行 502,838,354 283,786,087 786,624,441 
4 600519 貴州茅台 163,149,853 282,307,526 445,457,379 
5 601668 中國建築 185,147,692 153,409,084 338,556,776 
6 600104 上汽集團 62,849,907 193,149,478 255,999,385 
7 600030 中信證券 60,113,771 139,883,975 199,997,746 
8 600031 三一重工 118,603,889 79,236,130 197,840,019 
9 600585 海螺水泥 40,113,081 156,016,767 196,129,848 
10 601166 興業銀行 74,872,881 121,015,430 195,888,311 

1 858 五糧液 161,700,135 237,879,882 399,580,017 
2 2415 海康威視 85,965,401 246,043,461 332,008,862 
3 651 格力電器 149,457,290 140,759,830 290,217,120 
4 333 美的集團 60,032,554 178,794,675 238,827,229 
5 2 萬科Ａ 71,147,859 158,649,926 229,797,785 
6 1 平安銀行 147,567,487 65,359,508 212,926,995 
7 2304 洋河股份 58,499,052 91,618,113 150,117,165 
8 2008 大族激光 69,097,646 57,830,811 126,928,457 
9 300015 愛爾眼科 50,335,105 66,343,584 116,678,689 
10 423 東阿阿膠 13,191,194 103,206,028 116,397,222 
