1 601318 中國平安 704,712,755 557,198,570 1,261,911,325 
2 600519 貴州茅台 729,092,243 436,646,480 1,165,738,723 
3 600036 招商銀行 261,607,271 159,982,059 421,589,330 
4 601166 興業銀行 213,867,172 141,818,857 355,686,029 
5 600887 伊利股份 185,437,066 150,166,982 335,604,048 
6 600276 恒瑞醫藥 158,904,332 165,573,518 324,477,850 
7 600030 中信證券 128,784,167 189,845,022 318,629,189 
8 600585 海螺水泥 123,579,739 165,722,500 289,302,239 
9 601668 中國建築 111,622,653 167,802,816 279,425,469 
10 600111 北方稀土 155,227,391 70,278,732 225,506,123 

1 858 五糧液 298,427,171 423,289,812 721,716,983 
2 651 格力電器 196,111,642 353,052,761 549,164,403 
3 2415 海康威視 171,213,114 190,637,124 361,850,238 
4 333 美的集團 110,909,637 227,505,424 338,415,061 
5 300498 溫氏股份 204,581,066 119,319,706 323,900,772 
6 2304 洋河股份 92,853,332 210,896,517 303,749,849 
7 63 中興通訊 78,884,164 187,035,537 265,919,701 
8 2 萬科Ａ 133,830,691 94,675,065 228,505,756 
9 338 濰柴動力 97,652,819 126,791,280 224,444,099 
10 2475 立訊精密 85,974,822 115,182,736 201,157,558 
