1 600519 貴州茅台 625,166,709 346,513,349 971,680,058 
2 601318 中國平安 607,620,345 353,522,763 961,143,108 
3 600276 恒瑞醫藥 554,670,144 262,072,843 816,742,987 
4 600887 伊利股份 353,839,907 207,097,409 560,937,316 
5 600009 上海機場 95,565,301 315,025,662 410,590,963 
6 600585 海螺水泥 105,933,583 299,330,481 405,264,064 
7 601888 中國國旅 211,449,755 138,744,689 350,194,444 
8 600036 招商銀行 57,528,648 212,827,539 270,356,187 
9 600104 上汽集團 76,710,045 167,220,856 243,930,901 
10 600030 中信證券 63,834,060 150,038,830 213,872,890 

1 651 格力電器 214,381,792 187,969,658 402,351,450 
2 333 美的集團 285,585,301 103,871,783 389,457,084 
3 858 五糧液 157,294,085 209,489,102 366,783,187 
4 2415 海康威視 111,216,256 209,871,767 321,088,023 
5 2 萬科Ａ 67,143,020 238,560,938 305,703,958 
6 2304 洋河股份 168,155,219 93,442,083 261,597,302 
7 1 平安銀行 131,664,505 65,687,333 197,351,838 
8 2027 分眾傳媒 106,893,062 62,314,697 169,207,759 
9 2008 大族激光 63,139,221 80,199,014 143,338,235 
10 2241 歌爾股份 88,459,521 50,547,045 139,006,566 
