1 601318 中國平安 757,066,576 342,234,169 1,099,300,745 
2 600519 貴州茅台 625,064,277 233,368,191 858,432,468 
3 600276 恒瑞醫藥 430,146,060 197,020,525 627,166,585 
4 600048 保利地產 288,003,437 191,955,281 479,958,718 
5 600036 招商銀行 375,551,430 104,327,618 479,879,048 
6 600887 伊利股份 205,600,935 224,455,492 430,056,427 
7 600585 海螺水泥 236,125,289 113,845,562 349,970,851 
8 601155 新城控股 246,455,650 84,565,981 331,021,631 
9 601888 中國國旅 200,826,629 106,369,788 307,196,417 
10 601166 興業銀行 158,643,459 119,204,370 277,847,829 

1 651 格力電器 482,210,534 266,516,286 748,726,820 
2 2008 大族激光 144,837,997 584,781,947 729,619,944 
3 2 萬科Ａ 488,757,714 209,566,413 698,324,127 
4 333 美的集團 390,197,034 213,755,222 603,952,256 
5 858 五糧液 495,086,180 105,890,971 600,977,151 
6 725 京東方Ａ 74,231,802 230,832,776 305,064,578 
7 338 濰柴動力 244,014,872 39,644,130 283,659,002 
8 2714 牧原股份 126,815,814 140,453,592 267,269,406 
9 300498 溫氏股份 145,593,654 102,440,036 248,033,690 
10 300059 東方財富 134,445,389 104,836,674 239,282,063 
