1 600585 海螺水泥 377,262,309 331,062,982 708,325,291 
2 601318 中國平安 273,876,063 407,126,866 681,002,929 
3 600519 貴州茅台 153,563,839 313,197,273 466,761,112 
4 600019 寶鋼股份 96,816,231 287,173,241 383,989,472 
5 600887 伊利股份 222,449,607 151,694,455 374,144,062 
6 600309 萬華化學 108,246,726 196,524,986 304,771,712 
7 600808 馬鋼股份 49,603,351 224,348,097 273,951,448 
8 600031 三一重工 208,052,844 45,209,128 253,261,972 
9 600036 招商銀行 52,027,440 196,550,509 248,577,949 
10 600276 恒瑞醫藥 104,215,412 109,453,870 213,669,282 

1 858 五糧液 404,340,194 251,488,661 655,828,855 
2 2 萬科Ａ 218,026,428 122,678,456 340,704,884 
3 2415 海康威視 144,162,988 170,689,104 314,852,092 
4 651 格力電器 125,139,123 126,809,390 251,948,513 
5 898 鞍鋼股份 44,817,183 191,156,924 235,974,107 
6 2475 立訊精密 62,324,886 117,534,593 179,859,479 
7 2304 洋河股份 84,794,001 84,438,582 169,232,583 
8 568 瀘州老窖 31,271,786 114,323,760 145,595,546 
9 2456 歐菲科技 75,579,230 61,313,049 136,892,279 
10 1 平安銀行 32,508,578 101,867,218 134,375,796 
