1 600519 貴州茅台 565,141,945 481,287,782 1,046,429,727 
2 601318 中國平安 328,923,382 589,071,332 917,994,714 
3 600030 中信證券 241,006,566 177,546,439 418,553,005 
4 600019 寶鋼股份 170,727,294 226,972,270 397,699,564 
5 600887 伊利股份 189,451,227 185,318,237 374,769,464 
6 601288 農業銀行 92,489,291 258,054,680 350,543,971 
7 600900 長江電力 141,393,393 186,427,660 327,821,053 
8 601166 興業銀行 103,886,557 194,739,688 298,626,245 
9 600276 恒瑞醫藥 104,181,945 146,517,278 250,699,223 
10 600036 招商銀行 147,317,067 89,405,980 236,723,047 

1 2415 海康威視 424,688,018 281,264,748 705,952,766 
2 858 五糧液 334,816,377 161,076,772 495,893,149 
3 651 格力電器 158,802,433 319,550,332 478,352,765 
4 333 美的集團 152,896,678 273,645,722 426,542,400 
5 2 萬科Ａ 201,547,219 165,714,289 367,261,508 
6 2236 大華股份 174,437,707 93,321,086 267,758,793 
7 725 京東方Ａ 132,850,075 118,358,768 251,208,843 
8 568 瀘州老窖 115,375,509 109,145,508 224,521,017 
9 2304 洋河股份 84,554,921 134,088,565 218,643,486 
10 1979 招商蛇口 69,490,202 103,317,555 172,807,757 
