1 600519 貴州茅台 422,697,213 511,548,142 934,245,355 
2 601318 中國平安 292,685,499 637,451,704 930,137,203 
3 600030 中信證券 163,329,511 344,718,430 508,047,941 
4 601939 建設銀行 132,994,934 260,047,030 393,041,964 
5 600048 保利地產 192,443,844 170,054,287 362,498,131 
6 600019 寶鋼股份 237,360,397 123,099,190 360,459,587 
7 601166 興業銀行 139,297,831 195,143,063 334,440,894 
8 600036 招商銀行 115,792,528 166,091,682 281,884,210 
9 601288 農業銀行 182,655,209 97,384,864 280,040,073 
10 600887 伊利股份 169,976,317 106,821,291 276,797,608 

1 651 格力電器 230,287,165 527,288,943 757,576,108 
2 858 五糧液 503,038,320 218,953,691 721,992,011 
3 333 美的集團 246,549,232 239,317,779 485,867,011 
4 2415 海康威視 275,588,387 156,211,488 431,799,875 
5 1 平安銀行 181,681,892 168,184,237 349,866,129 
6 2 萬科Ａ 174,620,103 165,668,848 340,288,951 
7 725 京東方Ａ 195,362,061 128,770,761 324,132,822 
8 2594 比亞迪 150,497,135 37,249,312 187,746,447 
9 2050 三花智控 147,743,584 26,517,718 174,261,302 
10 1979 招商蛇口 96,200,931 63,253,939 159,454,870 
