1 600519 貴州茅台 447,308,022 428,373,445 875,681,467 
2 601888 中國國旅 219,413,213 495,121,989 714,535,202 
3 601318 中國平安 300,189,148 408,561,801 708,750,949 
4 600036 招商銀行 177,157,768 217,980,232 395,138,000 
5 601166 興業銀行 250,330,163 128,554,376 378,884,539 
6 600276 恒瑞醫藥 207,919,959 113,767,806 321,687,765 
7 600048 保利地產 119,198,677 167,263,530 286,462,207 
8 601398 工商銀行 120,929,959 137,818,604 258,748,563 
9 600887 伊利股份 69,419,360 162,470,041 231,889,401 
10 600030 中信證券 105,348,647 94,142,767 199,491,414 

1 858 五糧液 405,405,854 415,988,547 821,394,401 
2 333 美的集團 467,198,215 288,972,527 756,170,742 
3 651 格力電器 344,771,016 164,415,272 509,186,288 
4 2 萬科Ａ 145,287,584 226,659,986 371,947,570 
5 2572 索菲亞 126,412,461 173,296,584 299,709,045 
6 300136 信維通信 186,139,038 52,509,785 238,648,823 
7 2304 洋河股份 98,719,949 134,998,623 233,718,572 
8 2415 海康威視 64,830,371 129,323,773 194,154,144 
9 1979 招商蛇口 90,527,558 71,465,325 161,992,883 
10 300750 寧德時代 141,622,548 16,984,966 158,607,514 
